Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos
HASSELT - FH09;706838;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan13;;;;;BUILDING template;Kleersnijderslaan;13;;;217287,406;179173,42
HASSELT - FH09;709243;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat19;;;;;BUILDING template;Notelarenstraat;19;;;217347,728;179633,824
HASSELT - FH09;2408954;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat73;;;;;BUILDING template;Bergstraat;73;;;218206,178;179096,162
HASSELT - FH09;2421001;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat120;;;;;BUILDING template;Kerkhofstraat;120;;;217674,745;179349,767
HASSELT - FH09;2443549;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg293;;;;;BUILDING template;Sint-Truidersteenweg;293;;;217403,212;179131,487
HASSELT - FH09;4216918;1;0;0;1;SDU;;Y;NA;2;4;Vooruitzichtstraat5;;;;;BUILDING template;Vooruitzichtstraat;5;;;217644,367;179759,451
HASSELT - FH09;706839;1;0;0;1;SDU;;Y;NA;2;4;Kleersnijderslaan12;;;;;BUILDING template;Kleersnijderslaan;12;;;217288,531;179179,99
HASSELT - FH09;709244;1;0;0;1;SDU;;Y;NA;2;4;Notelarenstraat17;;;;;BUILDING template;Notelarenstraat;17;;;217347,728;179633,824
HASSELT - FH09;2408956;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat75;;;;;BUILDING template;Bergstraat;75;;;218207,749;179090,195
HASSELT - FH09;2423202;0;1;0;1;SDU;;Y;NA;2;4;Kramerslaan3;;;;;BUILDING template;Kramerslaan;3;;;216941,424;179710,49
HASSELT - FH09;2443551;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg295;;;;;BUILDING template;Sint-Truidersteenweg;295;;;217397,824;179123,683
HASSELT - FH09;4216926;1;0;0;1;SDU;;Y;NA;2;4;Kerkhofstraat100;;;;;BUILDING template;Kerkhofstraat;100;;;217710,662;179418,347
HASSELT - FH09;706840;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan1;;;;;BUILDING template;Bakkerslaan;1;;;217374,158;179595,927
HASSELT - FH09;709430;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg194;;;;;BUILDING template;Sint-Truidersteenweg;194;;;217594,708;179374,262
HASSELT - FH09;2408958;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat77;;;;;BUILDING template;Bergstraat;77;;;218209,95;179086,553
HASSELT - FH09;2423210;20;0;0;20;MDU;;Y;NA;4;4;Kramerslaan7;;;;;BUILDING template;Kramerslaan;7;;;217007,376;179650,48
HASSELT - FH09;2443556;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg299;;;;;BUILDING template;Sint-Truidersteenweg;299;;;217392,467;179109,139
HASSELT - FH09;4216998;6;0;0;6;MDU;;Y;NA;4;4;Sint-Hubertusstraat33;;;;;BUILDING template;Sint-Hubertusstraat;33;;;217487,929;179721,812
HASSELT - FH09;706841;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan29;;;;;BUILDING template;Bakkerslaan;29;;;217323,922;179535,238
HASSELT - FH09;709431;8;1;0;9;MDU;;Y;NA;4;4;Sint-Truidersteenweg206;;;;;BUILDING template;Sint-Truidersteenweg;206;;;217574,699;179342,511
HASSELT - FH09;2408959;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat83;;;;;BUILDING template;Bergstraat;83;;;218214,531;179071,765
HASSELT - FH09;2423214;36;1;0;37;MDU;;Y;NA;4;4;Kramerslaan9;;12 Units in CRAB, onduidelijk in GM.;;;BUILDING template;Kramerslaan;9;;;216988,669;179617,331
HASSELT - FH09;2443559;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg301;;;;;BUILDING template;Sint-Truidersteenweg;301;;;217387,878;179103,471
HASSELT - FH09;4218194;1;0;0;1;SDU;;Y;NA;2;4;Olmenstraat23;;;;;BUILDING template;Olmenstraat;23;;;217201,458;179843,93
HASSELT - FH09;706842;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan31;;;;;BUILDING template;Bakkerslaan;31;;;217318,02;179526,333
HASSELT - FH09;76522;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat107;;;;;BUILDING template;Hefveldstraat;107;;;217729,398;179291,355
HASSELT - FH09;2408961;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat85;;;;;BUILDING template;Bergstraat;85;;;218216,961;179067,627
HASSELT - FH09;2423226;14;0;0;14;MDU;;Y;NA;4;4;Kramerslaan11;;;;;BUILDING template;Kramerslaan;11;;;216965,77;179592,668
HASSELT - FH09;2443567;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg307;;;;;BUILDING template;Sint-Truidersteenweg;307;;;217357,364;179103,344
HASSELT - FH09;4223994;1;0;0;1;SDU;;Y;NA;2;4;Eikenstraat26;;;;;BUILDING template;Eikenstraat;26;;;217524,026;179734,556
HASSELT - FH09;706843;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan35;;;;;BUILDING template;Bakkerslaan;35;;;217290,491;179519,477
HASSELT - FH09;76523;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat122;;;;;BUILDING template;Hefveldstraat;122;;;217735,057;179255,871
HASSELT - FH09;2408963;1;0;0;1;SDU;;Y;NA;2;4;Bergstraat87;;;;;BUILDING template;Bergstraat;87;;;218219,345;179061,289
HASSELT - FH09;2423413;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan2A;;;;;BUILDING template;Kruisherenlaan;2;A;;217503,167;179303,491
HASSELT - FH09;2443570;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg309;;;;;BUILDING template;Sint-Truidersteenweg;309;;;217374,545;179083,148
HASSELT - FH09;4229229;1;0;0;1;SDU;;Y;NA;2;4;Helipoststraat12;;;;;BUILDING template;Helipoststraat;12;;;217230,241;179801,571
HASSELT - FH09;706844;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan2;;;;;BUILDING template;Bakkerslaan;2;;;217399,164;179581,112
HASSELT - FH09;76524;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat120;;;;;BUILDING template;Hefveldstraat;120;;;217740,351;179260,776
HASSELT - FH09;2409323;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel5;;;;;BUILDING template;Prins-Bisschopssingel;5;;;218753,276;178871,254
HASSELT - FH09;2423419;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan5;;;;;BUILDING template;Kruisherenlaan;5;;;217464,861;179364,566
HASSELT - FH09;2443572;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg311;;;;;BUILDING template;Sint-Truidersteenweg;311;;;217369,5;179076,06
HASSELT - FH09;4231377;1;0;0;1;SDU;;Y;NA;2;4;Sint-Truidersteenweg170;;;;;BUILDING template;Sint-Truidersteenweg;170;;;217636,363;179434,498
HASSELT - FH09;706845;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan4;;;;;BUILDING template;Bakkerslaan;4;;;217397,905;179575,003
HASSELT - FH09;76525;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat108;;;;;BUILDING template;Hefveldstraat;108;;;217786,547;179291,995
HASSELT - FH09;2409325;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel7;;;;;BUILDING template;Prins-Bisschopssingel;7;;;218713,158;178844,487
HASSELT - FH09;2423420;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan6;;;;;BUILDING template;Kruisherenlaan;6;;;217453,592;179336,027
HASSELT - FH09;2444488;1;0;0;1;SDU;;Y;NA;2;4;Pater Valentinuslaan6;;;;;BUILDING template;Pater Valentinuslaan;6;;;218479,599;178861,608
HASSELT - FH09;4232610;1;0;0;1;SDU;;Y;NA;2;4;Meiliedstraat10;;;;;BUILDING template;Meiliedstraat;10;;;218269,222;179256,694
HASSELT - FH09;706846;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan53;;;;;BUILDING template;Bakkerslaan;53;;;217092,272;179333,267
HASSELT - FH09;76526;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat104;;;;;BUILDING template;Hefveldstraat;104;;;217814,404;179306,94
HASSELT - FH09;2409326;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel9;;;;;BUILDING template;Prins-Bisschopssingel;9;;;218693,379;178831,716
HASSELT - FH09;2423422;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan7;;;;;BUILDING template;Kruisherenlaan;7;;;217459,674;179369,676
HASSELT - FH09;2444490;1;0;0;1;SDU;;Y;NA;2;4;Pater Valentinuslaan16;;;;;BUILDING template;Pater Valentinuslaan;16;;;218441,725;178841,102
HASSELT - FH09;4235028;1;0;0;1;SDU;;Y;NA;2;4;Vooruitzichtstraat27;;;;;BUILDING template;Vooruitzichtstraat;27;;;217696,957;179745,157
HASSELT - FH09;706847;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan47;;;;;BUILDING template;Bakkerslaan;47;;;217142,401;179375,975
HASSELT - FH09;76527;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat94;;;;;BUILDING template;Hefveldstraat;94;;;217860,702;179330,336
HASSELT - FH09;2409327;0;1;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel11;;;;;BUILDING template;Prins-Bisschopssingel;11;;;218670,341;178817,905
HASSELT - FH09;2423424;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan8;;;;;BUILDING template;Kruisherenlaan;8;;;217448,781;179341,255
HASSELT - FH09;2444493;1;0;0;1;SDU;;Y;NA;2;4;Pater Valentinuslaan22;;;;;BUILDING template;Pater Valentinuslaan;22;;;218392,426;178831,063
HASSELT - FH09;4236211;1;0;0;1;SDU;;Y;NA;2;4;Rode-Berglaan21;;;;;BUILDING template;Rode-Berglaan;21;;;218248,447;178719,179
HASSELT - FH09;706848;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan43;;;;;BUILDING template;Bakkerslaan;43;;;217219,871;179423,886
HASSELT - FH09;76528;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat90;;;;;BUILDING template;Hefveldstraat;90;;;217893,044;179351,068
HASSELT - FH09;2409329;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel13;;;;;BUILDING template;Prins-Bisschopssingel;13;;;218654,049;178803,141
HASSELT - FH09;2423427;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan9;;;;;BUILDING template;Kruisherenlaan;9;;;217453,388;179374,159
HASSELT - FH09;2444497;1;0;0;1;SDU;;Y;NA;2;4;Pater Valentinuslaan24;;;;;BUILDING template;Pater Valentinuslaan;24;;;218374,892;178830,624
HASSELT - FH09;4237526;1;0;0;1;SDU;;Y;NA;2;4;Olmenstraat5;;;;;BUILDING template;Olmenstraat;5;;;217155,186;179853,218
HASSELT - FH09;706849;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan8;;;;;BUILDING template;Smedenlaan;8;;;217115,67;179446,159
HASSELT - FH09;76529;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan27;;;;;BUILDING template;L. v. Beethovenlaan;27;;;217882,271;179204,294
HASSELT - FH09;2409331;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel23;;;;;BUILDING template;Prins-Bisschopssingel;23;;;218561,229;178743,341
HASSELT - FH09;2423429;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan10;;;;;BUILDING template;Kruisherenlaan;10;;;217443,217;179345,328
HASSELT - FH09;2444500;1;0;0;1;SDU;;Y;NA;2;4;Pater Valentinuslaan26;;;;;BUILDING template;Pater Valentinuslaan;26;;;218367,509;178829,863
HASSELT - FH09;4239337;1;0;0;1;SDU;;Y;NA;2;4;Bakkerslaan23;;;;;BUILDING template;Bakkerslaan;23;;;217336,573;179550,414
HASSELT - FH09;706850;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan7;;;;;BUILDING template;Smedenlaan;7;;;217158,782;179449,891
HASSELT - FH09;76530;1;0;0;1;SDU;;Y;NA;2;4;L. v. Beethovenlaan4;;;;;BUILDING template;L. v. Beethovenlaan;4;;;217830,493;179279,332
HASSELT - FH09;2409332;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel27;;;;;BUILDING template;Prins-Bisschopssingel;27;;;218533,329;178727,225
HASSELT - FH09;2423430;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan11;;;;;BUILDING template;Kruisherenlaan;11;;;217446,136;179377,444
HASSELT - FH09;2444502;0;1;0;1;SDU;;Y;NA;2;4;Pater Valentinuslaan35;;;;;BUILDING template;Pater Valentinuslaan;35;;;218231,955;178891,181
HASSELT - FH09;4241992;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan27;;;;;BUILDING template;Huidevetterslaan;27;;;217261,928;179342,517
HASSELT - FH09;706852;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan11;;;;;BUILDING template;Smedenlaan;11;;;217109,345;179514,974
HASSELT - FH09;76533;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan30;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;30;;;217952,866;179226,288
HASSELT - FH09;2409334;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel31;;;;;BUILDING template;Prins-Bisschopssingel;31;;;218509,69;178712,756
HASSELT - FH09;2423432;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan12;;;;;BUILDING template;Kruisherenlaan;12;;;217437,579;179349,456
HASSELT - FH09;2445824;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan5;;;;;BUILDING template;Volderslaan;5;;;217155,484;179662,938
HASSELT - FH09;4248265;1;0;0;1;SDU;;Y;NA;2;4;Huidevetterslaan17;;;;;BUILDING template;Huidevetterslaan;17;;;217293,421;179315,804
HASSELT - FH09;706853;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan21;;;;;BUILDING template;Smedenlaan;21;;;217058,683;179578,446
HASSELT - FH09;76534;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan16;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;16;;;217967,522;179283,095
HASSELT - FH09;2409338;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel35;;;;;BUILDING template;Prins-Bisschopssingel;35;;;218388,03;178687,56
HASSELT - FH09;2423435;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan14;;;;;BUILDING template;Kruisherenlaan;14;;;217431,891;179353,324
HASSELT - FH09;2445826;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan6;;;;;BUILDING template;Volderslaan;6;;;217167,961;179628,885
HASSELT - FH09;4248709;0;1;0;1;SDU;;Y;NA;2;4;A. Vivaldilaan24;;;;;BUILDING template;A. Vivaldilaan;24;;;217776,672;179369,647
HASSELT - FH09;706854;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan10;;;;;BUILDING template;Smedenlaan;10;;;217097,836;179456,521
HASSELT - FH09;76535;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan21;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;21;;;217919,274;179238,216
HASSELT - FH09;2409340;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel37;;;;;BUILDING template;Prins-Bisschopssingel;37;;;218377,979;178688,155
HASSELT - FH09;2423438;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan20;;;;;BUILDING template;Kruisherenlaan;20;;;217400,742;179370,742
HASSELT - FH09;2445828;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan7;;;;;BUILDING template;Volderslaan;7;;;217147,162;179664,852
HASSELT - FH09;4254376;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat126;;;;;BUILDING template;Boomkensstraat;126;;;217620,118;179757,283
HASSELT - FH09;706855;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan1;;;;;BUILDING template;Smedenlaan;1;;;217187,483;179413,769
HASSELT - FH09;76536;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan25;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;25;;;217938,686;179217,408
HASSELT - FH09;2409342;1;0;0;1;SDU;;Y;NA;2;4;Prins-Bisschopssingel41;;;;;BUILDING template;Prins-Bisschopssingel;41;;;218323,614;178690,674
HASSELT - FH09;2423440;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan24;;;;;BUILDING template;Kruisherenlaan;24;;;217394,329;179358,063
HASSELT - FH09;2445830;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan8;;;;;BUILDING template;Volderslaan;8;;;217161,668;179632,24
HASSELT - FH09;4260156;1;0;0;1;SDU;;Y;NA;2;4;Rode-Berglaan19;;;;;BUILDING template;Rode-Berglaan;19;;;218250,711;178734,137
HASSELT - FH09;706856;1;0;0;1;SDU;;Y;NA;2;4;Smedenlaan2;;;;;BUILDING template;Smedenlaan;2;;;217160,937;179389,03
HASSELT - FH09;76537;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat66;;;;;BUILDING template;Hefveldstraat;66;;;218082,008;179454,437
HASSELT - FH09;2409354;7;0;0;7;MDU;;Y;NA;4;4;Bloemenstraat3;;6 Units in CRAB en GM.;;;BUILDING template;Bloemenstraat;3;;;217858,138;179801,412
HASSELT - FH09;2423441;1;0;0;1;SDU;;Y;NA;2;4;Kruisherenlaan26;;;;;BUILDING template;Kruisherenlaan;26;;;217388,149;179353,766
HASSELT - FH09;2445832;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan9;;;;;BUILDING template;Volderslaan;9;;;217129,019;179668,266
HASSELT - FH09;4268230;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat53;;;;;BUILDING template;Hefveldstraat;53;;;218087,768;179562,073
HASSELT - FH09;706857;1;0;0;1;SDU;;Y;NA;2;4;Slagerslaan7;;;;;BUILDING template;Slagerslaan;7;;;217172,597;179283,211
HASSELT - FH09;76538;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat61;;;;;BUILDING template;Hefveldstraat;61;;;218068,562;179535,716
HASSELT - FH09;2409356;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat8;;;;;BUILDING template;Bloemenstraat;8;;;217880,112;179806,91
HASSELT - FH09;2425567;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat3;;;;;BUILDING template;Generaal Lemanstraat;3;;;218442,563;179353,193
HASSELT - FH09;2445834;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan10;;;;;BUILDING template;Volderslaan;10;;;217141,315;179630,927
HASSELT - FH09;4275382;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat114;;;;;BUILDING template;Hefveldstraat;114;;;217759,553;179271,944
HASSELT - FH09;706858;1;0;0;1;SDU;;Y;NA;2;4;Slagerslaan6;;;;;BUILDING template;Slagerslaan;6;;;217177,306;179286,956
HASSELT - FH09;76539;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat70;;;;;BUILDING template;Hefveldstraat;70;;;218021,33;179415,528
HASSELT - FH09;2409357;0;1;0;1;SDU;;Y;NA;2;4;Bloemenstraat15;;;;;BUILDING template;Bloemenstraat;15;;;217897,284;179760,883
HASSELT - FH09;2425571;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat5;;;;;BUILDING template;Generaal Lemanstraat;5;;;218437,875;179347,131
HASSELT - FH09;2445835;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan12;;;;;BUILDING template;Volderslaan;12;;;217132,718;179632,284
HASSELT - FH09;4894170;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan5;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;5;;;217892,166;179293,357
HASSELT - FH09;706859;1;0;0;1;SDU;;Y;NA;2;4;Slagerslaan5;;;;;BUILDING template;Slagerslaan;5;;;217182,177;179290,59
HASSELT - FH09;76540;1;0;0;1;SDU;;Y;NA;2;4;Teschlaan4;;;;;BUILDING template;Teschlaan;4;;;217710,264;179304,241
HASSELT - FH09;2409358;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat16;;;;;BUILDING template;Bloemenstraat;16;;;217892,214;179795,494
HASSELT - FH09;2425573;3;0;0;3;MDU;;Y;NA;4;4;Generaal Lemanstraat7;;1 Unit in CRAB en GM.;;;BUILDING template;Generaal Lemanstraat;7;;;218429,574;179336,753
HASSELT - FH09;2445838;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan14;;;;;BUILDING template;Volderslaan;14;;;217113,587;179634,535
HASSELT - FH09;4894174;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan7;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;7;;;217900,751;179291,407
HASSELT - FH09;706860;1;0;0;1;SDU;;Y;NA;2;4;Slagerslaan4;;;;;BUILDING template;Slagerslaan;4;;;217187,065;179294,751
HASSELT - FH09;76541;1;0;0;1;SDU;;Y;NA;2;4;Teschlaan10;;;;;BUILDING template;Teschlaan;10;;;217754,372;179232,195
HASSELT - FH09;2409360;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat17;;;;;BUILDING template;Bloemenstraat;17;;;217903,541;179756,931
HASSELT - FH09;2425576;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat10;;;;;BUILDING template;Generaal Lemanstraat;10;;;218406,866;179212,096
HASSELT - FH09;2445840;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan15;;;;;BUILDING template;Volderslaan;15;;;217098,555;179677,223
HASSELT - FH09;4894177;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan11;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;11;;;217921,187;179277,258
HASSELT - FH09;706861;1;0;0;1;SDU;;Y;NA;2;4;Slagerslaan3;;;;;BUILDING template;Slagerslaan;3;;;217191,92;179298,872
HASSELT - FH09;76572;1;0;0;1;SDU;;Y;NA;2;4;Hefveldplein1;;;;;BUILDING template;Hefveldplein;1;;;217984,77;179389,551
HASSELT - FH09;2409361;3;0;0;3;MDU;;Y;NA;4;4;Bloemenstraat19;;2 Units in CRAB, 3 bellen in GM.;;;BUILDING template;Bloemenstraat;19;;;217908,784;179752,302
HASSELT - FH09;2425579;3;0;0;3;MDU;;Y;NA;4;4;Generaal Lemanstraat11;;1 Unit in CRAB en GM.;;;BUILDING template;Generaal Lemanstraat;11;;;218420,374;179308,053
HASSELT - FH09;2445843;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan18;;;;;BUILDING template;Volderslaan;18;;;217085,46;179640,516
HASSELT - FH09;4894179;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan13;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;13;;;217928,761;179272,481
HASSELT - FH09;706862;2;0;0;2;MDU;;Y;NA;4;4;Boomkensstraat265;;;;;BUILDING template;Boomkensstraat;265;;;217399,811;179240,075
HASSELT - FH09;76573;1;0;0;1;SDU;;Y;NA;2;4;Hefveldplein7;;;;;BUILDING template;Hefveldplein;7;;;217996,706;179349,261
HASSELT - FH09;2409364;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat21;;;;;BUILDING template;Bloemenstraat;21;;;217914,729;179746,999
HASSELT - FH09;2425593;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat16;;;;;BUILDING template;Generaal Lemanstraat;16;;;218339,191;179130,83
HASSELT - FH09;2445846;1;0;0;1;SDU;;Y;NA;2;4;Volderslaan22;;;;;BUILDING template;Volderslaan;22;;;217061,591;179644,011
HASSELT - FH09;4894181;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan15;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;15;;;217936,304;179267,593
HASSELT - FH09;706863;1;0;0;1;SDU;;Y;NA;2;4;Boomkensstraat263;;;;;BUILDING template;Boomkensstraat;263;;;217401,769;179246,13
HASSELT - FH09;76574;1;0;0;1;SDU;;Y;NA;2;4;Hefveldplein6;;;;;BUILDING template;Hefveldplein;6;;;217995,064;179356,066
HASSELT - FH09;2409365;3;0;0;3;MDU;;Y;NA;4;4;Bloemenstraat22;;;;;BUILDING template;Bloemenstraat;22;;;217901,157;179785,828
HASSELT - FH09;2425596;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat18;;;;;BUILDING template;Generaal Lemanstraat;18;;;218327,85;179116,306
HASSELT - FH09;2446133;1;0;0;1;SDU;;Y;NA;2;4;Vooruitzichtstraat3;;;;;BUILDING template;Vooruitzichtstraat;3;;;217639,16;179759,671
HASSELT - FH09;4894184;1;0;0;1;SDU;;Y;NA;2;4;Wolfgang Amadeus Mozartlaan17;;;;;BUILDING template;Wolfgang Amadeus Mozartlaan;17;;;217929,035;179248,591
HASSELT - FH09;706864;0;1;0;1;SDU;;Y;NA;2;4;Boomkensstraat303;;;;;BUILDING template;Boomkensstraat;303;;;217290,287;179122,322
HASSELT - FH09;76575;1;0;0;1;SDU;;Y;NA;2;4;Hefveldplein5;;;;;BUILDING template;Hefveldplein;5;;;217991,334;179362,367
HASSELT - FH09;2409366;3;0;0;3;MDU;;Y;NA;4;4;Bloemenstraat23;;;;;BUILDING template;Bloemenstraat;23;;;217918,965;179742,553
HASSELT - FH09;2425600;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat21;;;;;BUILDING template;Generaal Lemanstraat;21;;;218398,64;179269,692
HASSELT - FH09;2446139;1;0;0;1;SDU;;Y;NA;2;4;Vooruitzichtstraat9;;;;;BUILDING template;Vooruitzichtstraat;9;;;217652,933;179756,531
HASSELT - FH09;4894201;1;0;0;1;SDU;;Y;NA;2;4;Hefveldstraat118;;;;;BUILDING template;Hefveldstraat;118;;;217746,229;179265,248
HASSELT - FH09;706865;7;0;0;7;MDU;;Y;NA;4;4;Boomkensstraat366;;;;;BUILDING template;Boomkensstraat;366;;;217313,849;179090,422
HASSELT - FH09;76576;1;0;0;1;SDU;;Y;NA;2;4;Hefveldplein4;;;;;BUILDING template;Hefveldplein;4;;;217991,88;179369,699
HASSELT - FH09;2409368;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat32;;;;;BUILDING template;Bloemenstraat;32;;;217917,284;179774,964
HASSELT - FH09;2425603;1;0;0;1;SDU;;Y;NA;2;4;Generaal Lemanstraat22;;;;;BUILDING template;Generaal Lemanstraat;22;;;218312,409;179098,175
HASSELT - FH09;2446145;1;0;0;1;SDU;;Y;NA;2;4;Vooruitzichtstraat11;;;;;BUILDING template;Vooruitzichtstraat;11;;;217657,769;179754,276
HASSELT - FH09;4894207;1;0;0;1;SDU;;Y;NA;2;4;A. Vivaldilaan1;;;;;BUILDING template;A. Vivaldilaan;1;;;217810,641;179365,44
HASSELT - FH09;706866;3;0;0;3;MDU;;Y;NA;4;4;Boomkensstraat364;;;;;BUILDING template;Boomkensstraat;364;;;217320,581;179100,267
HASSELT - FH09;76577;1;0;0;1;SDU;;Y;NA;2;4;Hefveldplein3;;;;;BUILDING template;Hefveldplein;3;;;217988,052;179375,977
HASSELT - FH09;2409370;1;0;0;1;SDU;;Y;NA;2;4;Bloemenstraat38;;;;;BUILDING template;Bloemenstraat;38;;;217927,251;179766,178
