Projectnummer;Opdrachtnummer;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;Straat;Huisnummer;Huisnummer Toevoeging;BG Name;xPos;yPos;Fiberhood
SCHAERBEEK - FH03;1677606;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Emile Maxlaan;118;;;152010,198;171211,809;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1673226;5;1;0;6;MDU;;Y;NA;6;3;;;Y;_;BUILDING template;Saffierstraat;25;;;151996,38;171450,689;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;5585060;2;1;0;3;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Milcampslaan;118;;Diamantlaan 88_Milcampslaan 118;151825,456;171252,131;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4106898;2;0;0;2;MDU;;Y;NA;5;6;;;Y;_;BUILDING template;Emile Maxlaan;119;;;152011,64;171171,678;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1673227;15;1;1;17;MDU;;Y;NA;7;3;;"Volgens PXS 3 units; op GM vermoedelijk 12";Y;Review Required;BUILDING template;Saffierstraat;31;;;152100,159;171432,919;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671517;1;0;0;1;SDU;;Y;NA;4;6;;;Y;_;BUILDING template;Milcampslaan;122;;;151822;171259;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677607;3;0;0;3;MDU;;Y;NA;5;6;;"Volgens PXS 3 units; op GM 1 bus";Y;Gebouw is in renovatie geen bel en postbus aanwezig;BUILDING template;Emile Maxlaan;120;;;152015,444;171214,772;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1673228;13;0;1;14;MDU;;Y;NA;6;3;;;Y;_;BUILDING template;Saffierstraat;32;;;152083,769;171467,778;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;NB-1030303942;7;1;0;8;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Saffierstraat;3;;Saffierstraat 1-3;151925;171462;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;5585061;3;1;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Milcampslaan;158;;Milcampslaan 156-158;151856;171362;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948113;4;0;0;4;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Emile Maxlaan;121;;;152017,189;171173,909;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1321751;12;2;1;15;MDU;;Y;NA;7;3;;Vermoedelijk units verdeeld over nr 29, 31 en 33;Y;Review Required;BUILDING template;Saffierstraat;33;;;152115,759;171430,519;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;NB-10303479071;10;0;0;10;MDU;;Y;NA;6;3;;;Y;_;BUILDING template;Saffierstraat;34;;;152101;171465;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4109893;1;1;0;2;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Milcampslaan;159;;Milcampslaan 159-161;151862;171274;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677608;1;0;0;1;SDU;;Y;NA;4;6;;"Volgens PXS 2 units; op GM 1 bus";Y;_;BUILDING template;Emile Maxlaan;122;;;152021,181;171216,146;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1673230;15;0;1;16;MDU;;Y;NA;10;3;;"Volgens PXS 9 units; op GM vermoedelijk 15";Y;_;BUILDING template;Saffierstraat;35;;;152129,919;171428,339;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1671565;8;0;1;9;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Milcampslaan;209;;Milcampslaan 207-209;151908;171434;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677609;2;0;0;2;MDU;;Y;NA;5;6;;;Y;;BUILDING template;Emile Maxlaan;123;;;152022,729;171176,139;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1673231;4;0;0;4;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Saffierstraat;44;;;152114,586;171462,07;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;3917317;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Milcampslaan;217;A;Milcampslaan 217-217A;151916;171457;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677610;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Emile Maxlaan;124;;;152026,868;171218,529;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949587;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Saffierstraat;46;;;152121,009;171461,149;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;951331;27;0;1;28;MDU;;Y;NA;9;3;;;Y;_;BUILDING template;Opaallaan;140;;;152226;171191;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677611;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Emile Maxlaan;125;;;152028,219;171178,349;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677857;1;0;0;1;SDU;;Y;NA;3;3;;"Volgens PXS 2 units; op GM 1 bus";Y;_;BUILDING template;Eugène Plaskysquare;98;;;151928,038;171220,012;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;26244;92;0;2;94;MDU;;Y;NA;8;3;;;Y;Geenandere;BUILDING template;Saffierstraat;27;;Saffierstraat 27-29;152073;171437;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677612;1;0;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Emile Maxlaan;126;;;152032,619;171220,867;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949281;1;0;0;1;SDU;;Y;NA;3;6;;"Volgens PXS 3 units; op GM 1 bus";Y;_;BUILDING template;Eugène Plaskysquare;100;;;151935,871;171223,149;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4110751;92;0;2;94;MDU;;Y;NA;8;3;;;Y;;BUILDING template;Saffierstraat;29;;Saffierstraat 27-29;152084;171435;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677613;3;0;0;3;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Emile Maxlaan;127;;;152033,868;171180,62;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677859;16;1;1;18;MDU;;Y;NA;9;9;;;Y;_;BUILDING template;Eugène Plaskysquare;102;;;151944,521;171227,75;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;303958;4;1;0;5;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Smaragdlaan;2;;Milcampslaan 195_Smaragdlaan 2;151896,979;171391,347;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677614;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Emile Maxlaan;128;;;152038,559;171223,29;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;951348;5;0;0;5;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Eugène Plaskysquare;105;;;152006,693;171162,438;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4119320;9;0;1;10;MDU;;Y;NA;5;3;;;Y;_;BUILDING template;Smaragdlaan;3;;Smaragdlaan 1-3-5;151897,727;171365,45;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677615;3;0;0;3;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Emile Maxlaan;129;;;152039,549;171182,899;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4959955;0;0;0;0;SDU;;Y;NA;3;4;;"Op GM staat 1 van de BU&apos;s (apotheek) op nr 111";N;;BUILDING template;Eugène Plaskysquare;109;;;151984,891;171207,853;
SCHAERBEEK - FH03;5840110;9;0;1;10;MDU;;Y;NA;5;3;;;Y;_;BUILDING template;Smaragdlaan;5;;Smaragdlaan 1-3-5;151904,181;171365,293;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949643;5;0;0;5;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Emile Maxlaan;130;;;152044,619;171225,759;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669227;0;2;0;2;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Smaragdlaan;9;;Smaragdlaan 7-9;151921;171360;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677616;1;0;0;1;SDU;;Y;NA;5;6;;;Y;_;BUILDING template;Emile Maxlaan;131;;;152045,078;171185,13;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669230;0;1;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;Smaragdlaan;12;;;151938;171404;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949644;4;0;0;4;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Emile Maxlaan;132;;;152050,45;171228,129;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669243;3;0;1;4;MDU;;Y;NA;5;3;;;Y;_;BUILDING template;Smaragdlaan;43;;Smaragdlaan 41-43;152056;171351;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677617;1;0;0;1;SDU;;Y;NA;5;6;;"Volgens PXS 3 units; op GM 1 bus";Y;_;BUILDING template;Emile Maxlaan;133;;;152050,689;171187,389;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1669254;16;0;1;17;MDU;;Y;NA;8;3;;;Y;_;BUILDING template;Smaragdlaan;58;;;152086;171382;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949645;11;0;1;12;MDU;;Y;NA;6;3;;;Y;_;BUILDING template;Emile Maxlaan;134;;;152056,449;171230,569;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;5584974;15;0;1;16;MDU;;Y;NA;7;3;;;Y;_;BUILDING template;Smaragdlaan;63;;Smaragdlaan 61-63;152123;171347;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677618;3;0;0;3;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Emile Maxlaan;135;;;152056,688;171189,74;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;951315;15;0;1;16;MDU;;Y;NA;7;3;;;Y;_;BUILDING template;Smaragdlaan;65;;Smaragdlaan 65-67;152133;171346;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677619;1;0;0;1;SDU;;Y;NA;4;3;;"Volgens PXS 3 units; op GM 1 bus";Y;_;BUILDING template;Emile Maxlaan;137;;;152062,949;171192,309;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;5584975;15;0;1;16;MDU;;Y;NA;7;3;;;Y;_;BUILDING template;Smaragdlaan;67;;Smaragdlaan 65-67;152142;171345;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677621;5;0;0;5;MDU;;Y;NA;5;3;;"Volgens PXS 3 units; op GM 4 bus";Y;_;BUILDING template;Emile Maxlaan;141;;;152075,869;171197,368;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;5584976;15;0;1;16;MDU;;Y;NA;7;3;;;Y;_;BUILDING template;Smaragdlaan;71;;Smaragdlaan 69-71;152171,763;171346,56;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677622;1;0;0;1;SDU;;Y;NA;3;9;;;Y;_;BUILDING template;Emile Maxlaan;142;;;152076,328;171238,569;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;5585128;2;0;0;2;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Topaaslaan;4;;;151641,479;171428,263;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948114;5;0;0;5;MDU;;Y;NA;5;3;;"Volgens PXS 5 units; op GM 3 bussen";Y;_;BUILDING template;Emile Maxlaan;143;;;152082,899;171200,209;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1673582;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Topaaslaan;6;;;151644,628;171428,735;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677623;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Emile Maxlaan;144;;;152084,199;171241,718;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4119549;5;0;0;5;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Topaaslaan;7;A;Topaaslaan 7-7A;151652,735;171402,445;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948115;5;0;0;5;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Emile Maxlaan;145;;;152089,649;171202,939;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1673586;4;0;0;4;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Topaaslaan;10;;Topaaslaan 8-10;151653,916;171427,948;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4119329;11;0;1;12;MDU;;Y;NA;5;3;;"Volgens PXS 13 units; op GM vermoedelijk 7 units (andere 6  op nr 150)";Y;_;BUILDING template;Emile Maxlaan;146;;;152090,335;171244,071;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4114575;2;0;0;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Topaaslaan;42;;;151743;171415;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677624;1;0;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Emile Maxlaan;147;;;152096,89;171205,676;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4119395;3;0;0;3;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Topaaslaan;43;;Topaaslaan 41-43;151756,32;171381,114;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948116;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Emile Maxlaan;149;;;152104,628;171209;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949488;0;1;1;2;MDU;;N;GLASS;2;4;;;Y;;BUILDING template;Topaaslaan;44;;;151759;171412;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4140527;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;Emile Maxlaan;151;;;152110,761;171206,846;
SCHAERBEEK - FH03;949648;8;0;1;9;MDU;;Y;NA;8;3;;;Y;_;BUILDING template;Emile Maxlaan;152;;;152105,096;171249,733;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677627;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Emile Maxlaan;153;;;152109,502;171214,481;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;5585237;0;0;0;0;SDU;;Y;NA;3;4;;;N;;BUILDING template;Emile Maxlaan;154;;;152111,238;171252,589;
SCHAERBEEK - FH03;949649;4;0;0;4;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Emile Maxlaan;156;;;152118,02;171255,28;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677629;1;0;0;1;SDU;;Y;NA;4;3;;"Volgens PXS 4 units; op GM 1 bus";Y;_;BUILDING template;Emile Maxlaan;157;;;152119,149;171214,738;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949650;1;0;0;1;SDU;;Y;NA;4;9;;;Y;_;BUILDING template;Emile Maxlaan;158;;;152124,369;171257,819;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677630;1;0;0;1;SDU;;Y;NA;4;6;;;Y;_;BUILDING template;Emile Maxlaan;159;;;152125,5;171217,289;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949651;14;0;2;16;MDU;;Y;NA;7;3;;"Volgens PXS 13 units; op GM vermoedelijk 6 ( andere 7 op nummer 162)";Y;_;BUILDING template;Emile Maxlaan;160;;Emile Maxlaan 160-162;152131,129;171260,529;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677631;1;0;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Emile Maxlaan;161;;;152132,209;171219,979;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948120;0;1;0;1;SDU;;Y;NA;2;6;;;Y;_;BUILDING template;Emile Maxlaan;163;;;152142,4;171224,07;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949652;15;0;1;16;MDU;;Y;NA;7;3;;;Y;_;BUILDING template;Emile Maxlaan;164;;;152154,801;171269,505;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948119;4;0;0;4;MDU;;Y;NA;4;3;;"Volgens PXS 4 units; op GM 1 bus";Y;_;BUILDING template;Emile Maxlaan;165;;;152152,99;171228,318;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948118;6;0;0;6;MDU;;Y;NA;5;3;;;Y;_;BUILDING template;Emile Maxlaan;167;;;152160,808;171231,459;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949653;2;0;0;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Emile Maxlaan;172;;;152169,11;171275,619;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677636;5;0;0;5;MDU;;Y;NA;6;3;;;Y;_;BUILDING template;Emile Maxlaan;173;;;152176,439;171237,589;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677637;2;0;0;2;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Emile Maxlaan;174;;;152175,048;171277,968;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;4083807;4;0;0;4;MDU;;Y;NA;4;3;;"Volgens PXS 3 units; op GM 4 bussen";Y;_;BUILDING template;Emile Maxlaan;175;;;152183,829;171240,639;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677638;2;0;0;2;MDU;;Y;NA;3;3;;"Volgens PXS 3 units; op GM 1 bussen";Y;_;BUILDING template;Emile Maxlaan;176;;;152180,785;171280,134;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677639;1;0;0;1;SDU;;Y;NA;4;3;;;Y;_;BUILDING template;Emile Maxlaan;177;;;152190,31;171243,309;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677640;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Emile Maxlaan;178;;;152186,839;171282,629;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677641;3;0;0;3;MDU;;Y;NA;3;3;;"Volgens PXS 3 units; op GM 4 bussen";Y;_;BUILDING template;Emile Maxlaan;179;;;152196,289;171245,769;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1335090;4;0;0;4;MDU;;Y;NA;5;6;;;Y;_;BUILDING template;Emile Maxlaan;180;;;152192,72;171284,899;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948117;6;0;1;7;MDU;;Y;NA;7;3;;;Y;_;BUILDING template;Emile Maxlaan;181;;;152202,789;171248,458;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1335089;12;0;1;13;MDU;;Y;NA;7;6;;;Y;_;BUILDING template;Emile Maxlaan;182;;;152203,769;171287,649;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949660;3;0;0;3;MDU;;Y;NA;4;3;;"Volgens PXS 3 units; op GM 4 bussen en bellen";Y;_;BUILDING template;Eugène Plaskylaan;113;;;151987,04;171218,778;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677809;4;0;0;4;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Eugène Plaskylaan;115;;;151988,576;171224,214;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677810;6;0;0;6;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Eugène Plaskylaan;117;;;151990,438;171230,428;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949659;1;1;0;2;MDU;;Y;NA;4;3;;"Volgens PXS 3 units; op GM 1 bus";Y;_;BUILDING template;Eugène Plaskylaan;119;;;151992,069;171236,028;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949686;26;2;1;29;MDU;;Y;NA;10;3;;"Volgens PXS 28 units; op GM zijn verdeeld over nr 121,123 en 125";Y;_;BUILDING template;Eugène Plaskylaan;121;;Eugène Plaskylaan 121-123-125;151993,809;171242,009;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1321744;4;0;0;4;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Eugène Plaskylaan;127;;;151999,342;171258,868;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677813;5;0;0;5;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Eugène Plaskylaan;129;;;152000,716;171264,933;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949658;1;0;0;1;SDU;;Y;NA;4;6;;;Y;_;BUILDING template;Eugène Plaskylaan;131;;;152002,497;171270,845;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949657;21;0;1;22;MDU;;Y;NA;7;3;;"Volgens PXS 21 units; op GM zit de helft op nr 135";Y;_;BUILDING template;Eugène Plaskylaan;133;;Eugène Plaskylaan 133-135;152004,319;171277,259;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677817;1;0;0;1;SDU;;Y;NA;3;3;;"Volgens PXS 3 units; op GM 1 bus en bel";Y;_;BUILDING template;Eugène Plaskylaan;137;;;152007,934;171289,747;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949323;0;1;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;Eugène Plaskylaan;140;;;151933,043;171274,227;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677819;18;0;1;19;MDU;;Y;NA;8;6;;;Y;_;BUILDING template;Eugène Plaskylaan;140;A;;151948,694;171243,661;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;5585245;14;0;1;15;MDU;;Y;NA;8;6;;;Y;_;BUILDING template;Eugène Plaskylaan;140;B;;151954,996;171265,776;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948264;4;0;0;4;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Auguste Reyerslaan;135;;;152299,409;171029,041;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949271;18;0;1;19;MDU;;Y;NA;9;3;;;Y;_;BUILDING template;Eugène Plaskylaan;142;;;151958,84;171281,528;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949280;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Diamantlaan;108;;;151900,211;171217,109;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949654;14;0;1;15;MDU;;Y;NA;7;3;;;Y;_;BUILDING template;Eugène Plaskylaan;147;;;152011,494;171304,685;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1681580;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Diamantlaan;202;;;152284,258;171006,621;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677825;4;0;0;4;MDU;;Y;NA;5;3;;;Y;_;BUILDING template;Eugène Plaskylaan;149;;;152016,599;171319,62;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948323;1;0;0;1;SDU;;Y;NA;3;3;;;Y;_;BUILDING template;Diamantlaan;204;;;152287,549;171000,806;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1332813;5;0;0;5;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Eugène Plaskylaan;151;;;152017,854;171324,495;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948121;6;0;0;6;MDU;;Y;NA;6;3;;;Y;_;BUILDING template;Emile Maxlaan;169;;;152170,013;171231,849;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677826;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Eugène Plaskylaan;153;;;152019,529;171330,989;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;14924;8;0;1;9;MDU;;Y;NA;4;3;;"Volgens PXS: 5 units; in GM 8 bussen";Y;_;BUILDING template;Adolphe Lacomblélaan;2;;;152268,17;171115,26;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949655;5;1;0;6;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Eugène Plaskylaan;155;;;152021,209;171336,959;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;950434;12;0;1;13;MDU;;Y;NA;6;6;;"Volgens PXS: 11 units; in GM vermoedelijk 5";Y;_;BUILDING template;Adolphe Lacomblélaan;4;;Adolphe Lacomblélaan 4-6;152260,715;171112,877;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949685;18;0;2;20;MDU;;Y;NA;9;6;;;Y;_;BUILDING template;Eugène Plaskylaan;157;;;152024,319;171347,719;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;5585175;10;0;1;11;MDU;;Y;NA;6;6;;"Volgens PXS: 10 units; in GM vermoedelijk 5";Y;_;BUILDING template;Adolphe Lacomblélaan;8;;Adolphe Lacomblélaan 8-10;152252,449;171102,75;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949272;8;0;1;9;MDU;;Y;NA;5;3;;;Y;_;BUILDING template;Eugène Plaskylaan;158;;;151972,426;171326,152;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;948321;4;0;1;5;MDU;;Y;NA;5;3;;"Volgens PXS: 5 units; in GM 4 bussen";Y;_;BUILDING template;Adolphe Lacomblélaan;9;;;152270,949;171079,129;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677829;3;0;0;3;MDU;;Y;NA;5;6;;;Y;_;BUILDING template;Eugène Plaskylaan;160;;;151975,329;171336,41;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1675493;1;0;0;1;SDU;;Y;NA;3;3;;Verkeerd huisnummer in GM (staat 15, moet 13 zijn);Y;_;BUILDING template;Adolphe Lacomblélaan;13;;;152263,179;171069,619;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677830;21;0;1;22;MDU;;Y;NA;7;6;;;Y;_;BUILDING template;Eugène Plaskylaan;161;;;152035,169;171389,288;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1675494;11;0;1;12;MDU;;Y;NA;6;6;;"Volgens PXS: 10 units; in GM vermoedelijk 5";Y;_;BUILDING template;Adolphe Lacomblélaan;14;;Adolphe Lacomblélaan 14-16;152239,289;171086,158;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1677831;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;Eugène Plaskylaan;162;;;151977,157;171342,633;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;NB-103055205817;0;1;0;1;MDU;;Y;NA;2;4;;;Y;;BUILDING template;Leuvensesteenweg;552;;Leuvensesteenweg 546-550-552;151874;171525;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1675495;4;0;0;4;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;Adolphe Lacomblélaan;15;;;152259,591;171064,006;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949273;15;0;1;16;MDU;;Y;NA;8;3;;;Y;_;BUILDING template;Eugène Plaskylaan;164;;;151979,439;171350,398;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;1675497;4;1;1;6;MDU;;Y;NA;5;3;;"Volgens PXS: 10 units; in GM 4 bussen en verdiepingen";Y;_;BUILDING template;Adolphe Lacomblélaan;17;;;152254,781;171058,287;W03-C-Schaerbeek-FH03
SCHAERBEEK - FH03;949696;1;1;0;2;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;Eugène Plaskylaan;165;;;152039,639;171401,009;W03-C-Schaerbeek-FH03
