Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Perceel eigenschap;Building comment;Building exists;BG Name;Opdrachttemplate;FT Distributie;FT Distributie Opmerking;SS_FOTO_FACADE1_URL
HASSELT - FH08;BL0018;707033;Acaciastraat;27;;;217237,269;180129,728;MDU;;1;0;1;2;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-6edee73a-3caf-4bf9-80f5-aba900b022b3;;https://web.appeee.nl/Files/FormEntry/55607-6edee73a-3caf-4bf9-80f5-aba900b022b3200426124125520000.jpg
HASSELT - FH08;BL0002;5552890;Monseigneur Schruerslaan;22;;;216580;180562;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-1fa41d96-e0a3-4839-8d9e-abab007bab7d;;https://web.appeee.nl/Files/FormEntry/55607-1fa41d96-e0a3-4839-8d9e-abab007bab7d200428093023970000.jpg
HASSELT - FH08;BL0017;2407597;Acaciastraat;28;;;217249,231;180099,529;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-b6406983-0c96-4bc2-afbd-aba90090b904;;https://web.appeee.nl/Files/FormEntry/55607-b6406983-0c96-4bc2-afbd-aba90090b904200426104659561000.jpg
HASSELT - FH08;BL0019;2414713;Ertbeekstraat;62;;;217352,026;180195,537;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-359a5316-bb97-4218-904a-aba900c79a42;;https://web.appeee.nl/Files/FormEntry/55607-359a5316-bb97-4218-904a-aba900c79a42200426140647471000.jpg
HASSELT - FH08;BL0018;2447516;Wilgenstraat;14;;;217293,93;180218,306;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-2b753da3-1f57-4b5e-88b4-aba900a15149;;https://web.appeee.nl/Files/FormEntry/55607-2b753da3-1f57-4b5e-88b4-aba900a15149200426114725223000.jpg
HASSELT - FH08;BL0021;707036;Ertbeekstraat;36;;;217398,13;180292,644;MDU;;2;0;0;2;Y;NA;4;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-206ca0de-a399-4d0c-9e7b-aba900dc1462;;https://web.appeee.nl/Files/FormEntry/55607-206ca0de-a399-4d0c-9e7b-aba900dc1462200426152122432000.jpg
HASSELT - FH08;BL0002;5555609;Monseigneur Schruerslaan;3;;;216701;180542;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-cf40100f-f9fd-45a0-8819-abab00777435;;https://web.appeee.nl/Files/FormEntry/55607-cf40100f-f9fd-45a0-8819-abab00777435200428091505732000.jpg
HASSELT - FH08;BL0018;707034;Acaciastraat;29;;;217230,868;180129,82;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-627b6d0a-21da-45f2-ad64-aba900b002e4;;https://web.appeee.nl/Files/FormEntry/55607-627b6d0a-21da-45f2-ad64-aba900b002e4200426124055754000.jpg
HASSELT - FH08;BL0020;2414715;Ertbeekstraat;63;;;217332,561;180229,548;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-4444125c-9ef1-4ef3-8f15-aba900d519c4;;https://web.appeee.nl/Files/FormEntry/55607-4444125c-9ef1-4ef3-8f15-aba900d519c4200426145631042000.jpg
HASSELT - FH08;BL0020;2447517;Wilgenstraat;15;;;217290,659;180252,607;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a2f2ea6f-2126-4d50-8831-aba900d6c8b9;;https://web.appeee.nl/Files/FormEntry/55607-a2f2ea6f-2126-4d50-8831-aba900d6c8b9200426150203127000.jpg
HASSELT - FH08;BL0020;707037;Ertbeekstraat;47;;;217359,685;180282,359;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c7f328b6-5127-4182-be36-aba900d35af2;;https://web.appeee.nl/Files/FormEntry/55607-c7f328b6-5127-4182-be36-aba900d35af2200426144936042000.jpg
HASSELT - FH08;BL0003;4200017;Sint-Kristoffelstraat;10;;;216603,635;180427,885;SDU;;1;0;0;1;N;ORN;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-1805e005-a586-4788-a45b-abab008a1394;;https://web.appeee.nl/Files/FormEntry/55607-1805e005-a586-4788-a45b-abab008a1394200428102249342000.jpg
HASSELT - FH08;BL0017;2407598;Acaciastraat;30;;;217243,742;180100,856;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-4169c244-e458-47a9-b5cc-aba90090996d;;https://web.appeee.nl/Files/FormEntry/55607-4169c244-e458-47a9-b5cc-aba90090996d200426104631806000.jpg
HASSELT - FH08;BL0019;2414716;Ertbeekstraat;64;;;217350,238;180190,618;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-f2455013-bfec-4815-8192-aba900c7c093;;https://web.appeee.nl/Files/FormEntry/55607-f2455013-bfec-4815-8192-aba900c7c093200426140721097000.jpg
HASSELT - FH08;BL0018;2447518;Wilgenstraat;20;;;217279,542;180227,897;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0e4346c8-9e06-43e9-8bf5-aba900a1c68a;;https://web.appeee.nl/Files/FormEntry/55607-0e4346c8-9e06-43e9-8bf5-aba900a1c68a200426114904094000.jpg
HASSELT - FH08;BL0020;707038;Ertbeekstraat;31;;;217380,183;180304,541;MDU;;2;0;0;2;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-abd3c25b-1be7-4a94-aeb0-aba900d2b80c;;https://web.appeee.nl/Files/FormEntry/55607-abd3c25b-1be7-4a94-aeb0-aba900d2b80c200426144720904000.jpg
HASSELT - FH08;BL0002;5558403;Monseigneur Schruerslaan;12;;;216652;180550;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-3b734542-b9bf-46c8-84b3-abab00792fa9;;https://web.appeee.nl/Files/FormEntry/55607-3b734542-b9bf-46c8-84b3-abab00792fa9200428092119935000.jpg
HASSELT - FH08;BL0018;2407600;Acaciastraat;31;;;217225,46;180132,242;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-82661db3-e9cd-4193-bba0-aba900afe153;;https://web.appeee.nl/Files/FormEntry/55607-82661db3-e9cd-4193-bba0-aba900afe153200426124026413000.jpg
HASSELT - FH08;BL0019;2414717;Ertbeekstraat;66;;;217348,55;180185,888;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0047d827-9950-4048-995b-aba900c7e5e8;;https://web.appeee.nl/Files/FormEntry/55607-0047d827-9950-4048-995b-aba900c7e5e8200426140755797000.jpg
HASSELT - FH08;BL0018;2447521;Wilgenstraat;22;;;217274,832;180232,244;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-30a2e146-99ff-48ed-8801-aba900a1e8f1;;https://web.appeee.nl/Files/FormEntry/55607-30a2e146-99ff-48ed-8801-aba900a1e8f1200426114939688000.jpg
HASSELT - FH08;BL0020;707040;Ertbeekstraat;5;;;217427,711;180358,787;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-738fc2ef-59d3-4628-ba5b-aba900d0cfe7;;https://web.appeee.nl/Files/FormEntry/55607-738fc2ef-59d3-4628-ba5b-aba900d0cfe7200426144025647000.jpg
HASSELT - FH08;BL0002;5558404;Monseigneur Schruerslaan;16;;;216610;180558;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-5d1b96bc-f37b-4707-930b-abab007a99a5;;https://web.appeee.nl/Files/FormEntry/55607-5d1b96bc-f37b-4707-930b-abab007a99a5200428092629128000.jpg
HASSELT - FH08;BL0017;2407602;Acaciastraat;32;;;217238,57;180101,738;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-db8b15f8-65da-41dd-ad66-aba900907881;;https://web.appeee.nl/Files/FormEntry/55607-db8b15f8-65da-41dd-ad66-aba900907881200426104603836000.jpg
HASSELT - FH08;BL0019;2414719;Ertbeekstraat;68;;;217347,904;180180,718;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-f40ce4de-1073-4410-912a-aba900c8076c;;https://web.appeee.nl/Files/FormEntry/55607-f40ce4de-1073-4410-912a-aba900c8076c200426140821489000.jpg
HASSELT - FH08;BL0018;2447526;Wilgenstraat;24;;;217269,673;180234,694;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-9ee8759b-f84d-4b0d-a88d-aba900a210a7;;https://web.appeee.nl/Files/FormEntry/55607-9ee8759b-f84d-4b0d-a88d-aba900a210a7200426115008005000.jpg
HASSELT - FH08;BL0021;707041;Ertbeekstraat;4;;;217456,12;180353,5;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0a7ca799-7778-4c9b-bb41-aba900d9658f;;https://web.appeee.nl/Files/FormEntry/55607-0a7ca799-7778-4c9b-bb41-aba900d9658f200426151139431000.jpg
HASSELT - FH08;BL0018;2407603;Acaciastraat;33;;;217220,193;180130,818;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c7f32bbf-38f4-4334-8a06-aba900afbb4b;;https://web.appeee.nl/Files/FormEntry/55607-c7f32bbf-38f4-4334-8a06-aba900afbb4b200426123954368000.jpg
HASSELT - FH08;BL0019;2414720;Ertbeekstraat;72;;;217343,665;180168,303;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-74543a12-fe2f-48d4-b4ef-aba900c84ad6;;https://web.appeee.nl/Files/FormEntry/55607-74543a12-fe2f-48d4-b4ef-aba900c84ad6200426140919007000.jpg
HASSELT - FH08;BL0021;2449488;Monseigneur Kerkhofsstraat;13;;;217462,301;180238,581;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c1ae75c9-47fb-42d1-81a7-aba900de9c28;;https://web.appeee.nl/Files/FormEntry/55607-c1ae75c9-47fb-42d1-81a7-aba900de9c28200426153033173000.jpg
HASSELT - FH08;BL0022;707042;Ertbeekstraat;2;;;217471,7;180377,916;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-f878e382-0ef8-4a1a-a90f-aba900e4d3be;;https://web.appeee.nl/Files/FormEntry/55607-f878e382-0ef8-4a1a-a90f-aba900e4d3be200426155318355000.jpg
HASSELT - FH08;BL0002;5561271;Monseigneur Schruerslaan;7;;;216679;180546;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-905af103-ff70-46d2-8c51-abab00783e3c;;https://web.appeee.nl/Files/FormEntry/55607-905af103-ff70-46d2-8c51-abab00783e3c200428091754923000.jpg
HASSELT - FH08;BL0017;2407605;Acaciastraat;34;;;217233,568;180102,744;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-b057bdc5-0762-45a2-abdc-aba900905614;;https://web.appeee.nl/Files/FormEntry/55607-b057bdc5-0762-45a2-abdc-aba900905614200426104534709000.jpg
HASSELT - FH08;BL0018;2414722;Ertbeekstraat;73;;;217317,728;180178,298;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-3add5043-f72f-4a41-a5e5-aba9009ff608;;https://web.appeee.nl/Files/FormEntry/55607-3add5043-f72f-4a41-a5e5-aba9009ff608200426114228875000.jpg
HASSELT - FH08;BL0021;2449489;Monseigneur Kerkhofsstraat;19;;;217449,586;180252,452;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-abb7bdf8-2377-4a44-93f0-aba900de33c0;;https://web.appeee.nl/Files/FormEntry/55607-abb7bdf8-2377-4a44-93f0-aba900de33c0200426152906619000.jpg
HASSELT - FH08;BL0019;707043;Runkstersteenweg;109;;;217350,678;180072,609;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-2c6c600b-e992-4104-8d08-aba900bd0e74;;https://web.appeee.nl/Files/FormEntry/55607-2c6c600b-e992-4104-8d08-aba900bd0e74200426132824357000.jpg
HASSELT - FH08;BL0002;5561273;Monseigneur Schruerslaan;18;;;216599;180560;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-ab792156-76b8-4f7e-be7c-abab007af6c7;;https://web.appeee.nl/Files/FormEntry/55607-ab792156-76b8-4f7e-be7c-abab007af6c7200428092748004000.jpg
HASSELT - FH08;BL0018;2407606;Acaciastraat;35;;;217216,02;180133,59;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-16ee2971-7c5e-4c94-be9b-aba900af9bb8;;https://web.appeee.nl/Files/FormEntry/55607-16ee2971-7c5e-4c94-be9b-aba900af9bb8200426123926836000.jpg
HASSELT - FH08;BL0019;2414724;Ertbeekstraat;74;;;217340,911;180163,551;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-ddd0e59a-9a85-4e07-951b-aba900c874f9;;https://web.appeee.nl/Files/FormEntry/55607-ddd0e59a-9a85-4e07-951b-aba900c874f9200426140954976000.jpg
HASSELT - FH08;BL0019;2449490;Monseigneur Kerkhofsstraat;20;;;217432,473;180231,207;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-621e8818-6021-40d1-92e1-aba900c2e28c;;https://web.appeee.nl/Files/FormEntry/55607-621e8818-6021-40d1-92e1-aba900c2e28c200426134940993000.jpg
HASSELT - FH08;BL0021;707049;Runkstersteenweg;69;;;217496,65;180216,319;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-497b953d-fd52-4b7a-8bfc-aba900df5450;;https://web.appeee.nl/Files/FormEntry/55607-497b953d-fd52-4b7a-8bfc-aba900df5450200426153313930000.jpg
HASSELT - FH08;BL0002;5566875;Spoorwegstraat;168;;;216604,573;180620,396;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-dea548dd-05d9-4906-be0c-abab00708e92;;https://web.appeee.nl/Files/FormEntry/55607-dea548dd-05d9-4906-be0c-abab00708e92200428084953337000.jpg
HASSELT - FH08;BL0017;4901581;Acaciastraat;36;;;217228,482;180101,056;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-e284f184-295a-4d3a-9f32-aba900903605;;https://web.appeee.nl/Files/FormEntry/55607-e284f184-295a-4d3a-9f32-aba900903605200426104508965000.jpg
HASSELT - FH08;BL0018;2414725;Ertbeekstraat;77;;;217312,97;180164,906;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-53f8d223-614f-46ad-bbcb-aba9009f9cfe;;https://web.appeee.nl/Files/FormEntry/55607-53f8d223-614f-46ad-bbcb-aba9009f9cfe200426114112862000.jpg
HASSELT - FH08;BL0021;2449491;Monseigneur Kerkhofsstraat;21;;;217446,454;180254,933;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-43bc73c4-8614-4c23-87a2-aba900de128e;;https://web.appeee.nl/Files/FormEntry/55607-43bc73c4-8614-4c23-87a2-aba900de128e200426152836738000.jpg
HASSELT - FH08;BL0022;707050;Runkstersteenweg;37;;;217568,316;180291,109;SDU;;0;1;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-17aa75f7-c327-4656-bf1a-aba900e91180;;https://web.appeee.nl/Files/FormEntry/55607-17aa75f7-c327-4656-bf1a-aba900e91180200426160840568000.jpg
HASSELT - FH08;BL0002;5569647;Monseigneur Schruerslaan;17;;;216604;180559;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a442cc9e-55a7-40b3-8537-abab007acc88;;https://web.appeee.nl/Files/FormEntry/55607-a442cc9e-55a7-40b3-8537-abab007acc88200428092713924000.jpg
HASSELT - FH08;BL0018;2407608;Acaciastraat;37;;;217210,408;180132,919;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-d0c85147-d6cb-460f-aa6a-aba900af7db4;;https://web.appeee.nl/Files/FormEntry/55607-d0c85147-d6cb-460f-aa6a-aba900af7db4200426123900039000.jpg
HASSELT - FH08;BL0018;2414728;Ertbeekstraat;79;;;217312,801;180158,799;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-bbbe2215-3943-4061-b6fc-aba9009f645c;;https://web.appeee.nl/Files/FormEntry/55607-bbbe2215-3943-4061-b6fc-aba9009f645c200426114040519000.jpg
HASSELT - FH08;BL0019;2449492;Monseigneur Kerkhofsstraat;22;;;217427,624;180235,19;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0d73882f-97aa-4482-a732-aba900c30e5a;;https://web.appeee.nl/Files/FormEntry/55607-0d73882f-97aa-4482-a732-aba900c30e5a200426135014500000.jpg
HASSELT - FH08;BL0022;707051;Runkstersteenweg;7;;;217612,233;180346,505;SDU;;0;1;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-9df8e5d3-0e7f-446a-825a-aba900eb6d55;;https://web.appeee.nl/Files/FormEntry/55607-9df8e5d3-0e7f-446a-825a-aba900eb6d55200426161710391273.jpg
HASSELT - FH08;BL0002;5569648;Monseigneur Schruerslaan;19;;;216595;180561;SDU;;1;0;0;1;N;ORN;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-35364cb8-d6b6-4370-a9db-abab007b1e2b;;https://web.appeee.nl/Files/FormEntry/55607-35364cb8-d6b6-4370-a9db-abab007b1e2b200428092823285000.jpg
HASSELT - FH08;BL0017;2407610;Acaciastraat;38;;;217223,611;180103,586;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-54a024ec-e99b-4a00-8c92-aba90090133e;;https://web.appeee.nl/Files/FormEntry/55607-54a024ec-e99b-4a00-8c92-aba90090133e200426104438670000.jpg
HASSELT - FH08;BL0019;2414731;Ertbeekstraat;86;;;217336,598;180101,78;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-45527160-f05d-4b7e-a905-aba900bc7c48;;https://web.appeee.nl/Files/FormEntry/55607-45527160-f05d-4b7e-a905-aba900bc7c48200426132620721000.jpg
HASSELT - FH08;BL0019;2449493;Monseigneur Kerkhofsstraat;24;;;217423,2;180237,915;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-475eb0e6-0357-400a-b6e7-aba900c339be;;https://web.appeee.nl/Files/FormEntry/55607-475eb0e6-0357-400a-b6e7-aba900c339be200426135050260000.jpg
HASSELT - FH08;BL0019;707052;Runkstersteenweg;73;;;217396,171;180180,961;SDU;;0;0;0;0;N;HEIGHT;4;;;N;;BUILDING template;;;https://web.appeee.nl/Files/FormEntry/55607-810db1ac-08b8-423e-bffe-aba900c1408b
HASSELT - FH08;BL0001;708341;Sint-Servaasstraat;2;;;216538,452;180353,39;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-3dc37b8a-128b-4f5d-a597-aba90084edfc;;https://web.appeee.nl/Files/FormEntry/55607-3dc37b8a-128b-4f5d-a597-aba90084edfc200426100458228000.jpg
HASSELT - FH08;BL0018;707032;Acaciastraat;39;;;217198,15;180133,713;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-d5c94c77-e9b8-44b4-9ebb-aba900af3c43;;https://web.appeee.nl/Files/FormEntry/55607-d5c94c77-e9b8-44b4-9ebb-aba900af3c43200426123809026000.jpg
HASSELT - FH08;BL0019;2414732;Ertbeekstraat;88;;;217337,18;180095,522;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-408e9114-8527-414b-a7e7-aba900bca187;;https://web.appeee.nl/Files/FormEntry/55607-408e9114-8527-414b-a7e7-aba900bca187200426132651148000.jpg
HASSELT - FH08;BL0021;2449496;Monseigneur Kerkhofsstraat;25;;;217438,609;180261,026;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-5cf473dc-cde4-4f52-a648-aba900ddcb11;;https://web.appeee.nl/Files/FormEntry/55607-5cf473dc-cde4-4f52-a648-aba900ddcb11200426152734493000.jpg
HASSELT - FH08;BL0021;707053;Normandiestraat;44;;;217459,104;180357,82;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c6e253f5-4550-4ce5-adaa-aba900e706c6;;https://web.appeee.nl/Files/FormEntry/55607-c6e253f5-4550-4ce5-adaa-aba900e706c6200426160113935000.jpg
HASSELT - FH08;BL0004;708346;Sint-Kristoffelstraat;11;;;216618,226;180396,557;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-5ab97017-9639-4afb-9096-aba9006a3919;;https://web.appeee.nl/Files/FormEntry/55607-5ab97017-9639-4afb-9096-aba9006a3919200426082648497000.jpg
HASSELT - FH08;BL0017;4901585;Acaciastraat;40;;;217218,677;180101,822;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-16862d25-e313-4122-adf2-aba9008feffe;;https://web.appeee.nl/Files/FormEntry/55607-16862d25-e313-4122-adf2-aba9008feffe200426104408388000.jpg
HASSELT - FH08;BL0017;2414735;Ertbeekstraat;93;;;217316,871;180072,154;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a672c587-8adb-4617-9814-aba9009293f4;;https://web.appeee.nl/Files/FormEntry/55607-a672c587-8adb-4617-9814-aba9009293f4200426105347300000.jpg
HASSELT - FH08;BL0019;2449497;Monseigneur Kerkhofsstraat;28;;;217415,988;180244,928;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-aa1e401c-99da-4042-a057-aba900c3ea34;;https://web.appeee.nl/Files/FormEntry/55607-aa1e401c-99da-4042-a057-aba900c3ea34200426135322516000.jpg
HASSELT - FH08;BL0021;707054;Normandiestraat;42;;;217465,724;180357,481;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-90477697-f59c-4d90-9bc4-aba900e6dbc0;;https://web.appeee.nl/Files/FormEntry/55607-90477697-f59c-4d90-9bc4-aba900e6dbc0200426160043279000.jpg
HASSELT - FH08;BL0002;5572340;Monseigneur Schruerslaan;8;;;216674;180548;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-e488ebff-ecf0-4291-a72f-abab00786bcf;;https://web.appeee.nl/Files/FormEntry/55607-e488ebff-ecf0-4291-a72f-abab00786bcf200428091834296000.jpg
HASSELT - FH08;BL0004;2439017;Sint-Servaasstraat;3;;;216583,764;180339,116;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-ff2b5b01-85be-41b1-98a5-aba9006cf2be;;https://web.appeee.nl/Files/FormEntry/55607-ff2b5b01-85be-41b1-98a5-aba9006cf2be200426083645404000.jpg
HASSELT - FH08;BL0018;5545295;Acaciastraat;41;;;217186,583;180133,854;MDU;;3;1;0;4;N;IRREG;4;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-e795c3af-9f42-489f-a16f-aba900aefe85;;https://web.appeee.nl/Files/FormEntry/55607-e795c3af-9f42-489f-a16f-aba900aefe85200426123713709000.jpg
HASSELT - FH08;BL0010;2418989;Jasmijnstraat;3;;;217077,103;180246,89;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-14999b85-9fc3-4cc1-bc3e-aba900767b39;;https://web.appeee.nl/Files/FormEntry/55607-14999b85-9fc3-4cc1-bc3e-aba900767b39200426091127311000.jpg
HASSELT - FH08;BL0019;2449499;Monseigneur Kerkhofsstraat;30;;;217410,755;180246,703;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-ce24e5a2-cfa0-4fcd-86a4-aba900c410da;;https://web.appeee.nl/Files/FormEntry/55607-ce24e5a2-cfa0-4fcd-86a4-aba900c410da200426135356610000.jpg
HASSELT - FH08;BL0022;707055;Normandiestraat;25;;;217504,518;180346,826;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-68bb47f9-1047-4900-95ba-aba900e6219c;;https://web.appeee.nl/Files/FormEntry/55607-68bb47f9-1047-4900-95ba-aba900e6219c200426155712960000.jpg
HASSELT - FH08;BL0002;5572342;Monseigneur Schruerslaan;20;;;216590;180560;SDU;;1;0;0;1;N;ORN;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-4e2c8609-2835-40b0-a8c5-abab007b4da3;;https://web.appeee.nl/Files/FormEntry/55607-4e2c8609-2835-40b0-a8c5-abab007b4da3200428092902745000.jpg
HASSELT - FH08;BL0017;2407612;Acaciastraat;42;;;217213,1;180102,792;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-f11adea5-3bd4-4f45-8145-aba9008fd09e;;https://web.appeee.nl/Files/FormEntry/55607-f11adea5-3bd4-4f45-8145-aba9008fd09e200426104341431000.jpg
HASSELT - FH08;BL0008;2418991;Jasmijnstraat;4;;;217094,262;180278,346;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c2c0fa45-90ed-4f1f-aa4d-abab00b062a9;;https://web.appeee.nl/Files/FormEntry/55607-c2c0fa45-90ed-4f1f-aa4d-abab00b062a9200428124219843000.jpg
