Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Perceel eigenschap;Building comment;Building exists;BG Name;Opdrachttemplate;FT Distributie;FT Distributie Opmerking;SS_FOTO_FACADE1_URL
HASSELT - FH08;BL0017;2409156;Beukenstraat;41;;;217134,529;180062,554;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-f6de86a5-6dc4-4f47-b1d0-aba900993d53;;https://web.appeee.nl/Files/FormEntry/55607-f6de86a5-6dc4-4f47-b1d0-aba900993d53200426111758245000.jpg
HASSELT - FH08;BL0019;2437024;Runkstersteenweg;93;;;217382,657;180107,11;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-710cea74-43af-4456-8ff8-aba900be3efd;;https://web.appeee.nl/Files/FormEntry/55607-710cea74-43af-4456-8ff8-aba900be3efd200426133243512000.jpg
HASSELT - FH08;BL0022;4895304;Runkstersteenweg;31;;;217580,668;180308,576;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-d6f3230f-edf0-4f36-bba7-aba900e9a266;;https://web.appeee.nl/Files/FormEntry/55607-d6f3230f-edf0-4f36-bba7-aba900e9a266200426161042146000.jpg
HASSELT - FH08;BL0006;708498;Spoorwegstraat;124;;;216926,366;180498,652;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-e2565c36-cc23-40ab-8334-abab00f2a328;;https://web.appeee.nl/Files/FormEntry/55607-e2565c36-cc23-40ab-8334-abab00f2a328200428164330359000.jpg
HASSELT - FH08;BL0002;5558400;Sint-Servaasstraat;53;;;216567;180617;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-ab0b2eee-2f48-4e7f-b4ab-abab007e71b7;;https://web.appeee.nl/Files/FormEntry/55607-ab0b2eee-2f48-4e7f-b4ab-abab007e71b7200428094030971000.jpg
HASSELT - FH08;BL0016;2409157;Beukenstraat;42;;;217120,526;180034,106;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-25729b34-899d-4da1-b255-aba900cf7693;;https://web.appeee.nl/Files/FormEntry/55607-25729b34-899d-4da1-b255-aba900cf7693200426143534657000.jpg
HASSELT - FH08;BL0019;2437026;Runkstersteenweg;95;;;217379,895;180102,143;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-3c2d6266-b4f4-4962-843b-aba900be1f83;;https://web.appeee.nl/Files/FormEntry/55607-3c2d6266-b4f4-4962-843b-aba900be1f83200426133217520000.jpg
HASSELT - FH08;BL0022;4895306;Runkstersteenweg;35;;;217572,446;180299,153;MDU;;2;0;0;2;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-797933c9-c32f-433a-a173-aba900e93ac8;;https://web.appeee.nl/Files/FormEntry/55607-797933c9-c32f-433a-a173-aba900e93ac8200426160913801000.jpg
HASSELT - FH08;BL0006;708500;Spoorwegstraat;122;;;216947,139;180490,946;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0fa4bc92-d6b0-48f0-8e9c-abab00f35db1;;https://web.appeee.nl/Files/FormEntry/55607-0fa4bc92-d6b0-48f0-8e9c-abab00f35db1200428164610702000.jpg
HASSELT - FH08;BL0006;6627459;Jef Koningslaan;8;;;216741,657;180530,115;MDU;;0;1;0;1;N;IRREG;1;;_;Y;Jef Koningslaan 12-10-8-6-4-2;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-4d3f648e-cc96-4d8d-ab26-aba9008dd8e4;;https://web.appeee.nl/Files/FormEntry/55607-4d3f648e-cc96-4d8d-ab26-aba9008dd8e4200426103647627000.jpg
HASSELT - FH08;BL0017;2409158;Beukenstraat;43;;;217127,61;180063,091;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-994b5af6-fd30-41b8-a739-aba900995d96;;https://web.appeee.nl/Files/FormEntry/55607-994b5af6-fd30-41b8-a739-aba900995d96200426111826372000.jpg
HASSELT - FH08;BL0019;2437037;Runkstersteenweg;97;;;217376,282;180097,747;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-60fb7086-000d-4f63-856e-aba900be0110;;https://web.appeee.nl/Files/FormEntry/55607-60fb7086-000d-4f63-856e-aba900be0110200426133150950000.jpg
HASSELT - FH08;BL0021;4895310;Monseigneur Kerkhofsstraat;39;;;217406,487;180281,987;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-d4b687e8-c373-4bb9-8f4f-aba900dcb660;;https://web.appeee.nl/Files/FormEntry/55607-d4b687e8-c373-4bb9-8f4f-aba900dcb660200426152340087000.jpg
HASSELT - FH08;BL0006;708501;Spoorwegstraat;121;;;216952,856;180487,977;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-37b1570c-9890-44e7-bce7-abab00f38f87;;https://web.appeee.nl/Files/FormEntry/55607-37b1570c-9890-44e7-bce7-abab00f38f87200428164651953000.jpg
HASSELT - FH08;BL0006;6644172;Jef Koningslaan;12;;;216744,511;180512,987;MDU;;1;0;0;1;N;IRREG;1;;_;Y;Jef Koningslaan 12-10-8-6-4-2;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c336f0e0-842c-45d6-a6cc-aba9008c38e3;;https://web.appeee.nl/Files/FormEntry/55607-c336f0e0-842c-45d6-a6cc-aba9008c38e3200426103103771000.jpg
HASSELT - FH08;BL0017;2409160;Beukenstraat;45;;;217121,44;180065,681;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-1d7d8b1a-d11d-4742-a8e7-aba900997e10;;https://web.appeee.nl/Files/FormEntry/55607-1d7d8b1a-d11d-4742-a8e7-aba900997e10200426111854506000.jpg
HASSELT - FH08;BL0019;2437047;Runkstersteenweg;99;;;217373,137;180093,036;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-cb430345-7555-455d-9a1f-aba900bddf55;;https://web.appeee.nl/Files/FormEntry/55607-cb430345-7555-455d-9a1f-aba900bddf55200426133122262000.jpg
HASSELT - FH08;BL0021;4895321;Monseigneur Kerkhofsstraat;11;;;217465,14;180234,675;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a572021f-8cdc-4f8e-b5d5-aba900dec222;;https://web.appeee.nl/Files/FormEntry/55607-a572021f-8cdc-4f8e-b5d5-aba900dec222200426153106412000.jpg
HASSELT - FH08;BL0006;708502;Spoorwegstraat;120;;;216957,858;180485,991;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-5ea715de-7f40-403d-b559-abab00f3b679;;https://web.appeee.nl/Files/FormEntry/55607-5ea715de-7f40-403d-b559-abab00f3b679200428164724738000.jpg
HASSELT - FH08;BL0006;6644173;Jef Koningslaan;14;;;216773;180483;SDU;;0;1;0;1;N;IRREG;1;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-040bd6a5-b4f1-43aa-bdff-aba9008babe8;;https://web.appeee.nl/Files/FormEntry/55607-040bd6a5-b4f1-43aa-bdff-aba9008babe8200426102909934000.jpg
HASSELT - FH08;BL0016;2409162;Beukenstraat;46;;;217107,098;180035,138;SDU;;0;1;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-7134ad0e-6bdd-42ee-b67b-aba900d02280;;https://web.appeee.nl/Files/FormEntry/55607-7134ad0e-6bdd-42ee-b67b-aba900d02280200426143815218000.jpg
HASSELT - FH08;BL0019;2437054;Runkstersteenweg;103;;;217364,207;180086,308;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-85720e62-87f8-4180-8e75-aba900bd89d0;;https://web.appeee.nl/Files/FormEntry/55607-85720e62-87f8-4180-8e75-aba900bd89d0200426133009834000.jpg
HASSELT - FH08;BL0021;4895327;Monseigneur Kerkhofsstraat;23;;;217442,53;180258,052;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a1b2d2c1-dcbb-4c70-851d-aba900ddf3a5;;https://web.appeee.nl/Files/FormEntry/55607-a1b2d2c1-dcbb-4c70-851d-aba900ddf3a5200426152809474000.jpg
HASSELT - FH08;BL0006;708503;Spoorwegstraat;119;;;216963,872;180482,552;SDU;;0;1;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0f0b93ee-d2ca-4e3f-b5c1-abab00f3ed99;;https://web.appeee.nl/Files/FormEntry/55607-0f0b93ee-d2ca-4e3f-b5c1-abab00f3ed99200428164812079000.jpg
HASSELT - FH08;BL0014;6666345;Lucien Nolensstraat;11;;;216932;179854;SDU;;1;0;0;1;N;IRREG;1;;Potentiele Bouwgrond;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-7a6a44b8-0822-4e84-81da-abaa01343c36;;https://web.appeee.nl/Files/FormEntry/55607-7a6a44b8-0822-4e84-81da-abaa01343c36190113104753300000.jpg
HASSELT - FH08;BL0017;2409163;Beukenstraat;47;;;217115,488;180065,401;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-4315a998-fa94-4ba9-930e-aba900999f34;;https://web.appeee.nl/Files/FormEntry/55607-4315a998-fa94-4ba9-930e-aba900999f34200426111923681000.jpg
HASSELT - FH08;BL0019;2437063;Runkstersteenweg;105;;;217358,983;180083,764;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-96707209-62ec-4792-8297-aba900bd5fd5;;https://web.appeee.nl/Files/FormEntry/55607-96707209-62ec-4792-8297-aba900bd5fd5200426132937532000.jpg
HASSELT - FH08;BL0021;4895333;Ertbeekstraat;22;;;217426,555;180322,093;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-59202e1d-d2e0-4b4c-828f-aba900db06c8;;https://web.appeee.nl/Files/FormEntry/55607-59202e1d-d2e0-4b4c-828f-aba900db06c8200426151732540000.jpg
HASSELT - FH08;BL0006;708504;Spoorwegstraat;118;;;216981,384;180475,782;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-266d95ed-cb9b-4efb-8464-abab00f46c7e;;https://web.appeee.nl/Files/FormEntry/55607-266d95ed-cb9b-4efb-8464-abab00f46c7e200428165011932000.jpg
HASSELT - FH08;BL0014;6666346;Lucien Nolensstraat;12;;;216902;179900;SDU;;1;0;0;1;N;IRREG;1;;Potentiele Bouwgrond;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0c155a9f-9ed8-449f-926a-abaa013581ea;;https://web.appeee.nl/Files/FormEntry/55607-0c155a9f-9ed8-449f-926a-abaa013581ea190113104753473000.jpg
HASSELT - FH08;BL0016;2409165;Beukenstraat;48;;;217093,38;180036,637;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-d775b29c-7dea-40fd-880b-aba900d090b8;;https://web.appeee.nl/Files/FormEntry/55607-d775b29c-7dea-40fd-880b-aba900d090b8200426143932151000.jpg
HASSELT - FH08;BL0019;2437067;Runkstersteenweg;107;;;217356,963;180077,941;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-020c39fc-2766-4071-a26d-aba900bd35dc;;https://web.appeee.nl/Files/FormEntry/55607-020c39fc-2766-4071-a26d-aba900bd35dc200426132856697000.jpg
HASSELT - FH08;BL0021;4895339;Ertbeekstraat;32;;;217411,732;180300,928;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-9d238d4c-726b-40e2-a3a6-aba900dbb4ae;;https://web.appeee.nl/Files/FormEntry/55607-9d238d4c-726b-40e2-a3a6-aba900dbb4ae200426151959004000.jpg
HASSELT - FH08;BL0006;708505;Spoorwegstraat;117;;;216987,194;180473,903;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-9660375c-c8a2-4d8b-86d8-abab00f4b58d;;https://web.appeee.nl/Files/FormEntry/55607-9660375c-c8a2-4d8b-86d8-abab00f4b58d200428165102875000.jpg
HASSELT - FH08;BL0003;6666348;Jef Koningslaan;90;;;216647;180489;SDU;;0;0;0;0;N;HEIGHT;1;;;N;;BUILDING template;;;https://web.appeee.nl/Files/FormEntry/55607-66349513-f4cc-47a7-891c-abab00884600
HASSELT - FH08;BL0017;2409166;Beukenstraat;49;;;217109,729;180065,839;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-25c70b29-3efd-4e06-b990-aba90099d11b;;https://web.appeee.nl/Files/FormEntry/55607-25c70b29-3efd-4e06-b990-aba90099d11b200426112005811000.jpg
HASSELT - FH08;BL0017;2437075;Runkstersteenweg;111;;;217335,532;180057,428;SDU;;0;1;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c8519efc-928e-45da-9dd7-aba9009307c8;;https://web.appeee.nl/Files/FormEntry/55607-c8519efc-928e-45da-9dd7-aba9009307c8200426105525983000.jpg
HASSELT - FH08;BL0020;4895357;Ertbeekstraat;57;;;217338,266;180248,273;SDU;;0;1;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a931933e-a04e-45d7-bf1c-aba900d40a67;;https://web.appeee.nl/Files/FormEntry/55607-a931933e-a04e-45d7-bf1c-aba900d40a67200426145205773000.jpg
HASSELT - FH08;BL0006;708506;Spoorwegstraat;116;;;216992,617;180473,653;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-e73272e3-8111-4d69-9c3d-abab00f4dd4d;;https://web.appeee.nl/Files/FormEntry/55607-e73272e3-8111-4d69-9c3d-abab00f4dd4d200428165141353000.jpg
HASSELT - FH08;BL0018;704806;Vredestraat;4;;;217219;180345;MDU;;10;2;1;13;N;IRREG;6;;_;Y;Vredestraat 2-2A-4-6;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c2e0e626-16c6-499a-9e85-aba900a5be5c;;https://web.appeee.nl/Files/FormEntry/55607-c2e0e626-16c6-499a-9e85-aba900a5be5c200426120330968881.jpg
HASSELT - FH08;BL0016;2409168;Beukenstraat;50;;;217087,459;180037,387;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-740d2f4e-8717-495e-b3e8-aba900d0c485;;https://web.appeee.nl/Files/FormEntry/55607-740d2f4e-8717-495e-b3e8-aba900d0c485200426144018617000.jpg
HASSELT - FH08;BL0017;2437080;Runkstersteenweg;113;;;217330,014;180055,613;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-7f411f59-e727-41db-8ee6-aba900933441;;https://web.appeee.nl/Files/FormEntry/55607-7f411f59-e727-41db-8ee6-aba900933441200426105601901000.jpg
HASSELT - FH08;BL0018;4895362;Ertbeekstraat;75;;;217314,074;180171,403;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-bb5b7bc9-5217-4665-8fa7-aba9009fc5d6;;https://web.appeee.nl/Files/FormEntry/55607-bb5b7bc9-5217-4665-8fa7-aba9009fc5d6200426114146038000.jpg
HASSELT - FH08;BL0006;708507;Spoorwegstraat;115;;;216997,396;180469,635;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-742c5aaf-eaf4-4b5a-8c99-abab00f51095;;https://web.appeee.nl/Files/FormEntry/55607-742c5aaf-eaf4-4b5a-8c99-abab00f51095200428165221212000.jpg
HASSELT - FH08;BL0012;2407640;Acaciastraat;96;;;217001,558;180174,163;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-b2e4e334-301b-4e93-8a20-aba900ad3053;;https://web.appeee.nl/Files/FormEntry/55607-b2e4e334-301b-4e93-8a20-aba900ad3053200426123037087000.jpg
HASSELT - FH08;BL0016;2409169;Beukenstraat;52;;;217081,81;180038,985;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-8fe77c32-505c-4ecc-bf07-aba900d1244f;;https://web.appeee.nl/Files/FormEntry/55607-8fe77c32-505c-4ecc-bf07-aba900d1244f200426144138082000.jpg
HASSELT - FH08;BL0017;2437081;Runkstersteenweg;115;;;217326,139;180051,733;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-181d979e-d7c6-4c62-b196-aba9009363fb;;https://web.appeee.nl/Files/FormEntry/55607-181d979e-d7c6-4c62-b196-aba9009363fb200426105641933000.jpg
HASSELT - FH08;BL0019;4895384;Monseigneur Kerkhofsstraat;26;;;217419,242;180241,053;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-4c2ff7bb-0602-47e3-87ab-aba900c3cc81;;https://web.appeee.nl/Files/FormEntry/55607-4c2ff7bb-0602-47e3-87ab-aba900c3cc81200426135256282000.jpg
HASSELT - FH08;BL0006;708508;Spoorwegstraat;114;;;217003,687;180468,531;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-7b583535-b39a-4b78-9635-abab00f53bce;;https://web.appeee.nl/Files/FormEntry/55607-7b583535-b39a-4b78-9635-abab00f53bce200428165257080000.jpg
HASSELT - FH08;BL0014;708363;Kapellekensbampdstraat;30;;;216684,626;180132,842;SDU;;0;1;0;1;N;IRREG;2;;RUNKSTER T.C.;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-c83ed001-dc98-4b69-807f-aba900dbc85f;;https://web.appeee.nl/Files/FormEntry/55607-c83ed001-dc98-4b69-807f-aba900dbc85f200426152025908000.jpg
HASSELT - FH08;BL0017;2409170;Beukenstraat;53;;;217097,543;180065,872;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-1bb0b72d-7e49-4fdf-b89b-aba9009a2ea7;;https://web.appeee.nl/Files/FormEntry/55607-1bb0b72d-7e49-4fdf-b89b-aba9009a2ea7200426112124190000.jpg
HASSELT - FH08;BL0017;2437083;Runkstersteenweg;119;;;217317,944;180045,347;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-5d8c4061-2237-4981-9103-aba90093ad01;;https://web.appeee.nl/Files/FormEntry/55607-5d8c4061-2237-4981-9103-aba90093ad01200426105743360000.jpg
HASSELT - FH08;BL0019;4895389;Monseigneur Kerkhofsstraat;32;;;217405,966;180248,858;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-9833eeb6-bff1-4627-9050-aba900c43418;;https://web.appeee.nl/Files/FormEntry/55607-9833eeb6-bff1-4627-9050-aba900c43418200426135430416000.jpg
HASSELT - FH08;BL0006;708509;Spoorwegstraat;113;;;217007,895;180466,472;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-6098e8ad-a8c1-4854-a6d6-abab00f564fe;;https://web.appeee.nl/Files/FormEntry/55607-6098e8ad-a8c1-4854-a6d6-abab00f564fe200428165331012000.jpg
HASSELT - FH08;BL0014;708455;Lucien Nolensstraat;10;;;216900;179889;MDU;;5;0;0;5;N;IRREG;2;;5 sociale appartementen - Nolens II;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-8b27bb7a-5973-4b00-be85-aba900e07653;;https://web.appeee.nl/Files/FormEntry/55607-8b27bb7a-5973-4b00-be85-aba900e07653200426153740951000.jpg
HASSELT - FH08;BL0017;2409172;Beukenstraat;55;;;217091,516;180064,986;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-2e03615b-cd61-46f6-873d-aba9009a59b7;;https://web.appeee.nl/Files/FormEntry/55607-2e03615b-cd61-46f6-873d-aba9009a59b7200426112202803000.jpg
HASSELT - FH08;BL0017;2437089;Runkstersteenweg;121;;;217313,713;180041,871;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-87f6b4cc-3a29-443d-8859-aba90093cf96;;https://web.appeee.nl/Files/FormEntry/55607-87f6b4cc-3a29-443d-8859-aba90093cf96200426105813660000.jpg
HASSELT - FH08;BL0019;4895392;Monseigneur Kerkhofsstraat;34;;;217403,067;180253,102;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-4ac21584-e501-4894-a231-aba900c45a88;;https://web.appeee.nl/Files/FormEntry/55607-4ac21584-e501-4894-a231-aba900c45a88200426135458287000.jpg
HASSELT - FH08;BL0006;708510;Spoorwegstraat;112;;;217015,053;180464,71;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-5d493249-25cb-4879-96a9-abab00f59b0f;;https://web.appeee.nl/Files/FormEntry/55607-5d493249-25cb-4879-96a9-abab00f59b0f200428165422038000.jpg
HASSELT - FH08;BL0002;708474;Spoorwegstraat;158;;;216677,573;180585,396;SDU;;1;0;0;1;N;ORN;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-b4407406-4299-457a-9335-abab00731ee7;;https://web.appeee.nl/Files/FormEntry/55607-b4407406-4299-457a-9335-abab00731ee7200428085923312000.jpg
HASSELT - FH08;BL0017;2409173;Beukenstraat;59;;;217078,195;180067,841;MDU;;4;0;0;4;N;IRREG;4;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-2578098c-3d7c-4f44-a690-aba9009ae54b;;https://web.appeee.nl/Files/FormEntry/55607-2578098c-3d7c-4f44-a690-aba9009ae54b200426112402258000.jpg
HASSELT - FH08;BL0017;2437094;Runkstersteenweg;125;;;217304,713;180035,369;SDU;;1;0;0;1;Y;NA;2;Beschermd Erfgoed;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-f26a05bd-29bc-43df-88d4-aba900942251;;https://web.appeee.nl/Files/FormEntry/55607-f26a05bd-29bc-43df-88d4-aba900942251200426105924051000.jpg
HASSELT - FH08;BL0019;4895414;Ertbeekstraat;42;;;217367,667;180243,393;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-eed139bd-5d33-4646-9271-aba900c62a04;;https://web.appeee.nl/Files/FormEntry/55607-eed139bd-5d33-4646-9271-aba900c62a04200426140135447000.jpg
HASSELT - FH08;BL0006;708511;Spoorwegstraat;110;;;217024,436;180460,776;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0d07cba6-2ac9-4064-90ee-abab00f5eaf5;;https://web.appeee.nl/Files/FormEntry/55607-0d07cba6-2ac9-4064-90ee-abab00f5eaf5200428165525257000.jpg
HASSELT - FH08;BL0007;4897216;Boekstraat;22;;;217025,112;180397,435;SDU;;1;0;0;1;N;IRREG;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-a0369e5f-3c09-4a51-914a-abab009ab88b;;https://web.appeee.nl/Files/FormEntry/55607-a0369e5f-3c09-4a51-914a-abab009ab88b200428112323081000.jpg
HASSELT - FH08;BL0017;2437099;Runkstersteenweg;127;;;217301,769;180030,21;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-1903e9da-ce39-4453-bb08-aba90094448e;;https://web.appeee.nl/Files/FormEntry/55607-1903e9da-ce39-4453-bb08-aba90094448e200426105953182000.jpg
HASSELT - FH08;BL0019;4895416;Ertbeekstraat;46;;;217365,619;180233,414;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-79953e10-6d2b-4cd7-9edd-aba900c6a4c0;;https://web.appeee.nl/Files/FormEntry/55607-79953e10-6d2b-4cd7-9edd-aba900c6a4c0200426140318825000.jpg
HASSELT - FH08;BL0006;708512;Spoorwegstraat;109;;;217028,448;180457,272;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-ef7d4869-a1d9-4185-beb3-abab00f64555;;https://web.appeee.nl/Files/FormEntry/55607-ef7d4869-a1d9-4185-beb3-abab00f64555200428165647970000.jpg
HASSELT - FH08;BL0006;2409448;Boekstraat;23;;;216986,296;180422,364;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-adf64f0d-1a3d-4f2b-a472-aba90094ec2e;;https://web.appeee.nl/Files/FormEntry/55607-adf64f0d-1a3d-4f2b-a472-aba90094ec2e200426110226413000.jpg
HASSELT - FH08;BL0017;2437104;Runkstersteenweg;129;;;217296,025;180028,466;SDU;;1;0;0;1;Y;NA;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-cec64579-53a2-46f5-b1e9-aba9009467e7;;https://web.appeee.nl/Files/FormEntry/55607-cec64579-53a2-46f5-b1e9-aba9009467e7200426110023043000.jpg
HASSELT - FH08;BL0019;4895421;Ertbeekstraat;56;;;217357,118;180209,842;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-69da5bf3-dee9-4212-8df4-aba900c72983;;https://web.appeee.nl/Files/FormEntry/55607-69da5bf3-dee9-4212-8df4-aba900c72983200426140511895000.jpg
HASSELT - FH08;BL0006;708513;Spoorwegstraat;108;;;217034,219;180457,862;SDU;;1;0;0;1;Y;NA;2;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-674a031c-a345-493a-940d-abab00f6758a;;https://web.appeee.nl/Files/FormEntry/55607-674a031c-a345-493a-940d-abab00f6758a200428165724436000.jpg
HASSELT - FH08;BL0007;708535;Boekstraat;24;;;217019,65;180395,383;SDU;;1;0;0;1;N;IRREG;3;;_;Y;;BUILDING template;https://web.appeee.nl/Files/FormEntry/55607-0b055c8d-d40f-4c7f-bf4a-abab009a765d;;https://web.appeee.nl/Files/FormEntry/55607-0b055c8d-d40f-4c7f-bf4a-abab009a765d200428112231767000.jpg
