Projectnummer;Opdrachtnummer;Straat;Huisnummer;Huisnummer Toevoeging;NR LU;NR BU;NR SU;UNITS TOTAL;Buildingtype;Quadrant;Wall Mount;SS Reason;Number Floors;Height Cable;Perceel eigenschap;Crab Comment;Building exists;Building comment;Opdrachttemplate;BG Name;xPos;yPos
EVERE - FH04;1623561;Jaak Ballingsstraat - Rue Jacques Ballings;28;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152124,386;173732,518
EVERE - FH04;4010400;Arnold Sohiestraat - Rue Arnold Sohie;25;;8;0;1;9;MDU;;Y;NA;3;5;;;Y;Hier is twijfel nieuwbouw;BUILDING template;;152302,841;174178,659
EVERE - FH04;828275;Vredeplein - Place de la Paix;19;;6;1;1;8;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;152300,679;174049,79
EVERE - FH04;831375;Lindestraat - Rue du Tilleul;135;;0;1;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151752,637;173750,989
EVERE - FH04;1622331;P. Van Obberghenstraat - Rue P. Van Obberghen;17;;3;0;0;3;MDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151953;173885
EVERE - FH04;1620714;Haachtsesteenweg - Chaussee de Haecht;1027;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152419,287;173826,355
EVERE - FH04;1621848;Windmolenstraat - Rue du Moulin AÂ  Vent;35;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;151893,288;173662,622
EVERE - FH04;4109897;H. Van Hammestraat - Rue H. Van Hamme;33;;10;0;0;10;MDU;;N;ORN;5;4;;;Y;_;BUILDING template;;151808,539;173994,12
EVERE - FH04;1623157;Edward Stuckensstraat - Rue Edouard Stuckens;68;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151899,276;173923,02
EVERE - FH04;1623562;Jaak Ballingsstraat - Rue Jacques Ballings;30;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152130,79;173733,009
EVERE - FH04;4012925;Sint-Vincentiusstraat - Rue Saint-Vincent;103;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152723,096;174147,994
EVERE - FH04;828276;Vredeplein - Place de la Paix;30;;2;1;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152231,479;174041,583
EVERE - FH04;831737;Fr. Van Cutsemstraat - Rue Fr. Van Cutsem;2;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152568,013;174625,076
EVERE - FH04;1622340;P. Van Obberghenstraat - Rue P. Van Obberghen;37;;7;0;2;9;MDU;;Y;NA;3;2;;;Y;P. Van Obberghenstraat 35-37 is een BG hier twijfel irreg best UG hier;BUILDING template;P. Van Obberghenstraat 35-37;151985,16;173818,098
EVERE - FH04;1620717;Haachtsesteenweg - Chaussee de Haecht;1031;C;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152465,942;173857,023
EVERE - FH04;1621849;Windmolenstraat - Rue du Moulin AÂ  Vent;36;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151899,381;173640,3
EVERE - FH04;1622474;H. Van Hammestraat - Rue H. Van Hamme;35;;2;0;0;2;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;;151821,722;173992,487
EVERE - FH04;1623158;Edward Stuckensstraat - Rue Edouard Stuckens;69;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;151931,336;173951,082
EVERE - FH04;1623563;Jaak Ballingsstraat - Rue Jacques Ballings;34;;1;0;1;2;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152142,471;173736,997
EVERE - FH04;4024696;Haachtsesteenweg - Chaussee de Haecht;1031;B;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152460,866;173853,945
EVERE - FH04;1622475;H. Van Hammestraat - Rue H. Van Hamme;36;;0;1;0;1;SDU;;N;IRREG;1;4;;;Y;_;BUILDING template;;151838,409;173965,304
EVERE - FH04;831798;Sint-Vincentiusstraat - Rue Saint-Vincent;24;;2;1;1;4;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152495,05;174456,479
EVERE - FH04;1622345;P. Van Obberghenstraat - Rue P. Van Obberghen;45;;4;0;0;4;MDU;;Y;NA;5;5;;;Y;_;BUILDING template;P. Van Obberghenstraat 43-45;152011,141;173769,897
EVERE - FH04;1620718;Haachtsesteenweg - Chaussee de Haecht;1031;E;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152476,211;173864,204
EVERE - FH04;1621850;Windmolenstraat - Rue du Moulin AÂ  Vent;38;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151904,479;173643,473
EVERE - FH04;1622476;H. Van Hammestraat - Rue H. Van Hamme;37;;2;0;0;2;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;;151827,015;173996,423
EVERE - FH04;1623159;Edward Stuckensstraat - Rue Edouard Stuckens;71;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151936,646;173953,339
EVERE - FH04;1623564;Jaak Ballingsstraat - Rue Jacques Ballings;39;;1;0;1;2;MDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152116,493;173771,169
EVERE - FH04;827732;H. Van Hammestraat - Rue H. Van Hamme;38;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151859,271;173977,952
EVERE - FH04;1622477;H. Van Hammestraat - Rue H. Van Hamme;39;;2;0;0;2;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;;151832,736;173998,252
EVERE - FH04;831799;Goede Herderstraat - Rue du Bon Pasteur;86;;0;1;0;1;SDU;;N;IRREG;2;4;;;Y;_;BUILDING template;;152403,389;174453,974
EVERE - FH04;1622368;P. Van Obberghenstraat - Rue P. Van Obberghen;84;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152052,343;173642,498
EVERE - FH04;1620719;Haachtsesteenweg - Chaussee de Haecht;1031;G;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152485,421;173871,267
EVERE - FH04;1621852;Windmolenstraat - Rue du Moulin AÂ  Vent;40;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151909,741;173647,116
EVERE - FH04;1622478;H. Van Hammestraat - Rue H. Van Hamme;40;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151864,097;173981,141
EVERE - FH04;1623161;Edward Stuckensstraat - Rue Edouard Stuckens;73;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151944,943;173954,839
EVERE - FH04;1623565;Jaak Ballingsstraat - Rue Jacques Ballings;41;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152113,605;173776,565
EVERE - FH04;4029102;Frans Pepermansstraat - Rue Frans Pepermans;19;;3;0;0;3;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;;152161,408;173953,146
EVERE - FH04;1622479;H. Van Hammestraat - Rue H. Van Hamme;42;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151870,009;173981,293
EVERE - FH04;831800;Goede Herderstraat - Rue du Bon Pasteur;94;;0;0;0;0;SDU;;Y;NA;4;4;;;N;;BUILDING template;;152407,565;174482,654
EVERE - FH04;1622448;Houtweg - Chemin Du Bois;24;B;0;0;0;0;SDU;;Y;NA;2;4;;;N;;BUILDING template;;152731;174542
EVERE - FH04;1620720;Haachtsesteenweg - Chaussee de Haecht;1031;H;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152490,668;173874,671
EVERE - FH04;1621853;Windmolenstraat - Rue du Moulin AÂ  Vent;48;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151942,185;173667,832
EVERE - FH04;4085958;H. Van Hammestraat - Rue H. Van Hamme;44;A;3;0;0;3;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151881,633;173982,332
EVERE - FH04;1623163;Edward Stuckensstraat - Rue Edouard Stuckens;75;;4;0;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151951,873;173956,874
EVERE - FH04;1623566;Jaak Ballingsstraat - Rue Jacques Ballings;43;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152110,038;173781,842
EVERE - FH04;4029458;Edward Stuckensstraat - Rue Edouard Stuckens;160;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152199,826;174028,954
EVERE - FH04;1268668;H. Van Hammestraat - Rue H. Van Hamme;44;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151875,289;173981,626
EVERE - FH04;831802;Van Waeyenberghstraat - Rue Van Waeyenbergh;14;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152454,456;174425,682
EVERE - FH04;1622449;Houtweg - Chemin Du Bois;26;;0;1;1;2;MDU;;N;GLASS;4;4;;;Y;_;BUILDING template;;152728;174552
EVERE - FH04;1620723;Haachtsesteenweg - Chaussee de Haecht;1033;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152518,281;173896,152
EVERE - FH04;1621854;Windmolenstraat - Rue du Moulin AÂ  Vent;50;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151947,799;173670,247
EVERE - FH04;1622523;P. Hauwaertssquare - Square Pierre Hauwaerts;3;;4;0;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152291,743;173946,243
EVERE - FH04;1623164;Edward Stuckensstraat - Rue Edouard Stuckens;76;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151943,31;173927,54
EVERE - FH04;1623567;Jaak Ballingsstraat - Rue Jacques Ballings;44;;3;0;0;3;MDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152161,7;173784,39
EVERE - FH04;4034347;Lindestraat - Rue du Tilleul;173;;1;0;0;1;SDU;;Y;NA;4;8;;;Y;_;BUILDING template;;151790,766;173641,835
EVERE - FH04;4946333;H. Van Hammestraat - Rue H. Van Hamme;46;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;151887,591;173982,911
EVERE - FH04;831805;Edward Dekosterstraat - Rue Edouard Dekoster;115;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152491,2;174448,818
EVERE - FH04;1622480;H. Van Hammestraat - Rue H. Van Hamme;48;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151893,307;173983,965
EVERE - FH04;NB-114011458558;Sint-Vincentiusstraat - Rue Saint-Vincent;114;;12;1;0;13;MDU;;N;IRREG;4;0;;;Y;_;BUILDING template;;152673;174199
EVERE - FH04;1620727;Haachtsesteenweg - Chaussee de Haecht;1039;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152535;173907,35
EVERE - FH04;1621924;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;5;;3;0;0;3;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152555,145;173938,609
EVERE - FH04;1622524;P. Hauwaertssquare - Square Pierre Hauwaerts;4;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152295,783;173938,481
EVERE - FH04;1623165;Edward Stuckensstraat - Rue Edouard Stuckens;77;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151957,433;173955,919
EVERE - FH04;1623568;Jaak Ballingsstraat - Rue Jacques Ballings;45;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152108,212;173787,944
EVERE - FH04;4039603;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;46;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152558,22;174629,585
EVERE - FH04;828283;Edward Stuckensstraat - Rue Edouard Stuckens;142;;2;1;0;3;MDU;;Y;NA;3;3;;;Y;_;BUILDING template;;152151,862;174008,179
EVERE - FH04;831806;Edward Dekosterstraat - Rue Edouard Dekoster;107;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152490,133;174425,364
EVERE - FH04;1622481;H. Van Hammestraat - Rue H. Van Hamme;50;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151899,148;173984,773
EVERE - FH04;1620737;Haachtsesteenweg - Chaussee de Haecht;1063;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152592,582;173960,142
EVERE - FH04;1621925;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;7;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152555,96;173944,829
EVERE - FH04;1622525;P. Hauwaertssquare - Square Pierre Hauwaerts;5;A;3;0;0;3;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152301,525;173926,614
EVERE - FH04;1623166;Edward Stuckensstraat - Rue Edouard Stuckens;78;;4;1;0;5;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;;151949,836;173929,164
EVERE - FH04;1623569;Jaak Ballingsstraat - Rue Jacques Ballings;53;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152088,973;173791,15
EVERE - FH04;4044713;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;81;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152633,815;174181,043
EVERE - FH04;828284;Edward Stuckensstraat - Rue Edouard Stuckens;156;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152192,545;174026,964
EVERE - FH04;831807;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;9;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152465,271;174574,675
EVERE - FH04;1622482;H. Van Hammestraat - Rue H. Van Hamme;52;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151905,218;173985,612
EVERE - FH04;1620739;Haachtsesteenweg - Chaussee de Haecht;1065;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152599,05;173962,647
EVERE - FH04;1621926;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;9;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152559,156;173949,94
EVERE - FH04;1622526;P. Hauwaertssquare - Square Pierre Hauwaerts;7;;6;0;0;6;MDU;;Y;NA;4;3;;;Y;_;BUILDING template;;152301,37;173905,058
EVERE - FH04;1623167;Edward Stuckensstraat - Rue Edouard Stuckens;79;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151962,163;173957,369
EVERE - FH04;1623570;Jaak Ballingsstraat - Rue Jacques Ballings;55;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152082,95;173790,481
EVERE - FH04;4050877;Edward Dekosterstraat - Rue Edouard Dekoster;132;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152509,09;174399,866
EVERE - FH04;828285;Edward Stuckensstraat - Rue Edouard Stuckens;59;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151901,533;173948,572
EVERE - FH04;831808;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;14;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152482,564;174550,182
EVERE - FH04;1622483;H. Van Hammestraat - Rue H. Van Hamme;54;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151910,314;173986,404
EVERE - FH04;1620741;Haachtsesteenweg - Chaussee de Haecht;1069;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152606,914;173970,271
EVERE - FH04;1621927;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;11;;1;0;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152561,042;173955,47
EVERE - FH04;1622527;P. Hauwaertssquare - Square Pierre Hauwaerts;11;;1;0;0;1;SDU;;Y;NA;3;9;;;Y;Nieuwe gevel hier loopt coax ook UG. Hier is twijfel.;BUILDING template;;152267,232;173887,17
EVERE - FH04;1623168;Edward Stuckensstraat - Rue Edouard Stuckens;80;;3;1;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151956,661;173932,988
EVERE - FH04;1623571;Jaak Ballingsstraat - Rue Jacques Ballings;57;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152077,299;173787,714
EVERE - FH04;4051766;Edward Stuckensstraat - Rue Edouard Stuckens;118;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152075,208;173964,056
EVERE - FH04;828286;Edward Stuckensstraat - Rue Edouard Stuckens;85;;1;0;0;1;SDU;;Y;NA;2;4;;;Y;_;BUILDING template;;151978,592;173963,303
EVERE - FH04;831809;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;50;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152562,162;174637,518
EVERE - FH04;1476626;H. Van Hammestraat - Rue H. Van Hamme;56;;4;0;0;4;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151916,495;173986,912
EVERE - FH04;1620742;Haachtsesteenweg - Chaussee de Haecht;1071;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152610,054;173974,921
EVERE - FH04;1621929;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;13;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152562,317;173961,607
EVERE - FH04;1622528;P. Hauwaertssquare - Square Pierre Hauwaerts;12;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152260,343;173883,503
EVERE - FH04;1623169;Edward Stuckensstraat - Rue Edouard Stuckens;81;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151966,897;173958,833
EVERE - FH04;1623572;Jaak Ballingsstraat - Rue Jacques Ballings;59;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152071,203;173786,553
EVERE - FH04;4069026;P. Van Obberghenstraat - Rue P. Van Obberghen;88;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152057,736;173631,61
EVERE - FH04;828287;Edward Stuckensstraat - Rue Edouard Stuckens;130;;0;1;0;1;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;Edward Stuckensstraat 128-130;152106,37;173980,107
EVERE - FH04;831810;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;31;;6;0;0;6;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152521,27;174630,675
EVERE - FH04;1622610;P. Mattheussensstraat - Rue Pierre Mattheussens;60;;1;0;1;2;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;P. Mattheussenstraat 60_P. Van Obberghenstraat 30;151936,588;173821,764
EVERE - FH04;1620744;Haachtsesteenweg - Chaussee de Haecht;1073;;1;0;1;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152616,085;173977,361
EVERE - FH04;1621930;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;14;;3;0;0;3;MDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152597,434;173984,76
EVERE - FH04;1622529;P. Hauwaertssquare - Square Pierre Hauwaerts;13;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152253,03;173880,626
EVERE - FH04;1623170;Edward Stuckensstraat - Rue Edouard Stuckens;83;;4;0;0;4;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;;151972,245;173961,317
EVERE - FH04;1623573;Jaak Ballingsstraat - Rue Jacques Ballings;61;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152064,868;173784,88
EVERE - FH04;14994;Picardiestraat - Rue Picardie;9;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151613,141;174172,433
EVERE - FH04;828288;Edward Stuckensstraat - Rue Edouard Stuckens;123;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152098,095;174001,947
EVERE - FH04;831811;Laurent Vandenhovenstraat - Rue Laurent Vandenhoven;33;;7;0;1;8;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;Laurent Vandenhovenstraat 33_Wipstraat 1;152532,087;174642,5
EVERE - FH04;1622815;W. Van Perckstraat - Rue Willebrord Van Perck;3;;4;0;0;4;MDU;;N;ORN;3;4;;;Y;_;BUILDING template;;151808,747;173927,164
EVERE - FH04;1620746;Haachtsesteenweg - Chaussee de Haecht;1075;;2;0;0;2;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152618,878;173981,97
EVERE - FH04;1621931;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;17;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152566,215;173973,083
EVERE - FH04;1622530;P. Hauwaertssquare - Square Pierre Hauwaerts;15;;2;0;0;2;MDU;;Y;NA;3;4;;;Y;_;BUILDING template;;152271,317;173827,559
EVERE - FH04;1623171;Edward Stuckensstraat - Rue Edouard Stuckens;84;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151964,061;173934,313
EVERE - FH04;1623575;Jaak Ballingsstraat - Rue Jacques Ballings;63;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152059,068;173783,064
EVERE - FH04;4073309;Vliegpleinstraat -Rue Plaine d Aviation;49;A;4;1;0;5;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;;152543,446;174027,532
EVERE - FH04;828289;Edward Stuckensstraat - Rue Edouard Stuckens;89;;7;0;0;7;MDU;;N;IRREG;4;4;;;Y;_;BUILDING template;;151993,704;173966,987
EVERE - FH04;831812;Sint-Vincentiusplaats - Place Saint-Vincent;21;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152419,251;174497,434
EVERE - FH04;1622822;W. Van Perckstraat - Rue Willebrord Van Perck;11;;1;0;1;2;MDU;;Y;NA;2;8;;;Y;_;BUILDING template;;151823;173894
EVERE - FH04;1620748;Haachtsesteenweg - Chaussee de Haecht;1079;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152629,772;173988,713
EVERE - FH04;1621932;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;21;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152570,081;173984,361
EVERE - FH04;1622531;P. Hauwaertssquare - Square Pierre Hauwaerts;16;;1;0;1;2;MDU;;N;ORN;3;4;;;Y;_;BUILDING template;;152278,902;173831,819
EVERE - FH04;1623172;Edward Stuckensstraat - Rue Edouard Stuckens;86;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151969,152;173934,962
EVERE - FH04;1623577;Jaak Ballingsstraat - Rue Jacques Ballings;65;;1;0;0;1;SDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152053,312;173782,229
EVERE - FH04;4080395;Frans Pepermansstraat - Rue Frans Pepermans;8;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152132,693;173957,237
EVERE - FH04;828290;Parijsstraat - Rue de Paris;46;;0;1;0;1;SDU;;Y;NA;3;6;;;Y;_;BUILDING template;;152324,714;174029,506
EVERE - FH04;831813;Sint-Vincentiusplaats - Place Saint-Vincent;19;;1;1;0;2;MDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152430,387;174500,986
EVERE - FH04;1622824;W. Van Perckstraat - Rue Willebrord Van Perck;13;;0;1;1;2;MDU;;Y;NA;2;8;;;Y;_;BUILDING template;;151826,141;173885,943
EVERE - FH04;1620749;Haachtsesteenweg - Chaussee de Haecht;1081;;1;0;0;1;SDU;;N;ORN;3;4;;;Y;_;BUILDING template;;152640,595;173994,167
EVERE - FH04;1621933;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;30;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152621,077;174044,735
EVERE - FH04;1622532;P. Hauwaertssquare - Square Pierre Hauwaerts;18;;1;1;0;2;MDU;;N;ORN;3;4;;;Y;_;BUILDING template;;152292,054;173838,711
EVERE - FH04;1623173;Edward Stuckensstraat - Rue Edouard Stuckens;87;;2;0;0;2;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;151984,13;173964,775
EVERE - FH04;1623578;Jaak Ballingsstraat - Rue Jacques Ballings;67;;1;0;1;2;MDU;;Y;NA;3;8;;;Y;_;BUILDING template;;152047,564;173779,837
EVERE - FH04;4081162;Frans Pepermansstraat - Rue Frans Pepermans;10;;1;0;0;1;SDU;;N;IRREG;3;4;;;Y;_;BUILDING template;;152134,387;173951,463
EVERE - FH04;828291;Edward Stuckensstraat - Rue Edouard Stuckens;164;;1;0;0;1;SDU;;Y;NA;2;5;;;Y;_;BUILDING template;;152214,525;174036,84
EVERE - FH04;831814;Lindestraat - Rue du Tilleul;179;;1;0;0;1;SDU;;N;MON;2;4;Monument;;Y;_;BUILDING template;;151793,918;173621,445
EVERE - FH04;1622893;W. Van Perckstraat - Rue Willebrord Van Perck;124;;3;0;0;3;MDU;;Y;NA;4;6;;;Y;_;BUILDING template;Haachtsesteenweg 859_W. Van Perckstraat 124;151974;173548
EVERE - FH04;NB-114046A65974;Edward Stuckensstraat - Rue Edouard Stuckens;46;A;0;1;0;1;SDU;;Y;NA;4;4;;;Y;_;BUILDING template;;151836;173925
EVERE - FH04;1620750;Haachtsesteenweg - Chaussee de Haecht;1087;;2;0;0;2;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;152672,245;174023,633
EVERE - FH04;1621934;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;31;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152585,486;174031,058
EVERE - FH04;1622533;P. Hauwaertssquare - Square Pierre Hauwaerts;20;;1;0;0;1;SDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152304,074;173846,134
EVERE - FH04;1623174;Edward Stuckensstraat - Rue Edouard Stuckens;88;;3;0;0;3;MDU;;Y;NA;4;5;;;Y;_;BUILDING template;;151974,937;173936,117
EVERE - FH04;1623579;Jaak Ballingsstraat - Rue Jacques Ballings;70;;1;0;0;1;SDU;;Y;NA;3;4;;;Y;_;BUILDING template;;152090,167;173816,17
EVERE - FH04;4083962;P. Van Obberghenstraat - Rue P. Van Obberghen;20;;3;0;0;3;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;;151927,239;173882,135
EVERE - FH04;828292;Goede Herderstraat - Rue du Bon Pasteur;40;;122;0;3;125;MDU;;N;IRREG;5;4;;;Y;_;BUILDING template;;152303,936;174294,161
EVERE - FH04;831815;Lindestraat - Rue du Tilleul;137;;3;0;0;3;MDU;;Y;NA;3;6;;;Y;_;BUILDING template;;151758,541;173727,908
EVERE - FH04;1623127;Edward Stuckensstraat - Rue Edouard Stuckens;10;;1;0;0;1;MDU;;Y;NA;4;4;;;Y;_;BUILDING template;Edward Stuckensstraat 6-8-10;151742,299;173922,777
EVERE - FH04;1620751;Haachtsesteenweg - Chaussee de Haecht;1089;;3;0;0;3;MDU;;Y;NA;3;5;;;Y;_;BUILDING template;;152678,32;174026,917
EVERE - FH04;1621935;G. Van Leeuwlaan - Avenue Guillaume Van Leeuw;32;;3;0;0;3;MDU;;Y;NA;4;7;;;Y;_;BUILDING template;;152620,725;174051,226
