Projectnummer;Opdrachtnummer;Blok;Cluster NR;Building FID;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;Quadrant;SSV Date;Surveyor;Buildingtype;BT IFH;NR BU;NR LU;NR SU;UNITS TOTAL;Opdrachttemplate
HASSELT - FH01;2437058;BL0107;1;;2437058;;;Runkstersteenweg;104;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415118;BL0108;1;;2415118;;;Gaarveldstraat;35;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2409775;BL0109;1;;2409775;;;Boomkensstraat;57;;;16-nov-17;;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707216;BL0101;1;;707216;;;Boomkensstraat;120;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2443217;BL0101;1;;2443217;;;Sint-Truidersteenweg;67;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2443230;BL0101;1;;2443230;;;Sint-Truidersteenweg;77;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2443236;BL0101;1;;2443236;;;Sint-Truidersteenweg;83;;D;2018-08-21;Geert Stockman;MDU;MDU;1;0;1;2;BUILDING template
HASSELT - FH01;708111;BL0103;1;;708111;;;Sint-Hubertusplein;6;;D;2018-08-14;Geert Stockman;MDU;MDU;1;0;1;2;BUILDING template
HASSELT - FH01;708107;BL0103;1;;708107;;;Abelenstraat;9;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;707111;BL0105;1;;707111;;;Gaarveldstraat;104;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;707086;BL0105;1;;707086;;;Sint-Hubertusplein;21;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;707110;BL0106;1;;707110;;;Gaarveldstraat;115;;;16-nov-17;;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2437119;BL0106;1;;2437119;;;Runkstersteenweg;134;;;2018-09-06;Geert Stockman;SDU;SDU;1;0;0;1;BUILDING template
HASSELT - FH01;2438371;BL0110;1;;2438371;;;Schoolstraat;21;;D;2018-08-21;Geert Stockman;SDU;MDU;1;0;1;2;BUILDING template
HASSELT - FH01;2409807;BL0101;1;;2409807;;;Boomkensstraat;98;;D;2018-08-15;Olivier Collignon;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;3937248;BL0101;1;;3937248;;;Boomkensstraat;110;;D;2018-03-13 11:07:21;Kevin Dekens;MDU;MDU;0;4;0;4;BUILDING template
HASSELT - FH01;3937250;BL0101;1;;3937250;;;Boomkensstraat;112;;D;2018-10-01;Geert Stockman;MDU;MDU;0;4;0;4;BUILDING template
HASSELT - FH01;3937251;BL0101;1;;3937251;;;Boomkensstraat;114;;D;2018-09-16;Geert Stockman;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;2409822;BL0101;1;;2409822;;;Boomkensstraat;116;;;2019-05-09 09:07:34;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3937312;BL0101;1;;3937312;;;Fonteinstraat;10;;D;2018-08-21;Geert Stockman;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;2415026;BL0101;1;;2415026;;;Fonteinstraat;26;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2443234;BL0101;1;;2443234;;;Sint-Truidersteenweg;81;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707190;BL0101;1;;707190;8410404;Vooruitzichtstraat 50_Sint-Truiderssteenweg 93;Vooruitzichtstraat;50;;C;2018-06-15;Abdelmalek Lamkoref;MDU;MDU;0;1;0;1;BUILDING template
HASSELT - FH01;5908309;BL0102;1;12437616;5908309;12438745;Abelenstraat 1-1A;Abelenstraat;1;A;D;;;MDU;MDU;0;1;0;1;BUILDING template
HASSELT - FH01;6434600;BL0102;1;12437671;6434600;12438745;Abelenstraat 1-1A;Abelenstraat;1;B;D;;;MDU;MDU;0;1;0;1;BUILDING template
HASSELT - FH01;707208;BL0102;1;;707208;;;Boomkensstraat;69;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3937246;BL0102;1;;3937246;;;Boomkensstraat;83;;D;2018-08-15;Geert Stockman;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;6330683;BL0102;1;14140550;6330683;;;Boomkensstraat;109;;C;;;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;3937247;BL0102;1;;3937247;;;Boomkensstraat;107;;D;2018-08-15;Geert Stockman;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;3937249;BL0102;1;;3937249;;;Boomkensstraat;111;;D;2018-08-15;Olivier Collignon;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;2409821;BL0102;1;;2409821;;;Boomkensstraat;113;;D;2018-08-15;Geert Stockman;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;3937252;BL0102;1;;3937252;;;Boomkensstraat;115;;D;2018-06-12;Abdelmalek Lamkoref;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;3937302;BL0102;1;;3937302;;;Elzenstraat;4;;D;2018-03-13 11:13:19;Kevin Dekens;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;3937303;BL0102;1;;3937303;;;Elzenstraat;6;;D;2018-08-18;Geert Stockman;MDU;MDU;0;7;0;7;BUILDING template
HASSELT - FH01;2414610;BL0102;1;;2414610;;;Elzenstraat;8;;D;2018-08-18;Geert Stockman;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;3937304;BL0102;1;;3937304;;;Elzenstraat;10;;D;2018-08-18;Geert Stockman;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;707343;BL0102;1;;707343;;;Elzenstraat;12;;D;2018-08-18;Geert Stockman;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;2414612;BL0102;1;;2414612;;;Elzenstraat;14;;D;2018-10-03;Geert Stockman;MDU;MDU;0;7;2;9;BUILDING template
HASSELT - FH01;707339;BL0102;1;;707339;;;Torenstraat;8;;D;2018-08-18;Geert Stockman;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;3937669;BL0102;1;;3937669;;;Torenstraat;10;;D;2018-08-14;Olivier Collignon;MDU;MDU;0;6;0;6;BUILDING template
HASSELT - FH01;2442750;BL0102;1;;2442750;;;Torenstraat;12;;D;2018-08-14;Olivier Collignon;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;707206;BL0102;1;;707206;9163878;Torenstraat 22-24-26;Torenstraat;22;;XA;2019-09-05;Kurt Holsteyns;MDU;MDU;0;11;1;12;BUILDING template
HASSELT - FH01;3937674;BL0102;1;;3937674;9163879;Torenstraat 28-30-32;Torenstraat;32;;XA;2019-09-05;Kurt Holsteyns;MDU;MDU;0;11;1;12;BUILDING template
HASSELT - FH01;708112;BL0103;1;;708112;;;Sint-Hubertusplein;10;;D;2018-08-14;Geert Stockman;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;2418696;BL0103;1;;2418696;;;Sint-Hubertusplein;12;;D;2019-05-09 08:56:50;Dieu Jocelin;MDU;SDU;0;2;0;2;BUILDING template
HASSELT - FH01;2407557;BL0103;1;;2407557;;;Abelenstraat;11;;D;2018-03-13 11:01:50;Kevin Dekens;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;4896641;BL0103;1;;4896641;;;Sint-Hubertusplein;26;;D;2018-08-14;Olivier Collignon;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;2442757;BL0103;1;;2442757;;;Torenstraat;19;;D;2018-06-08;Abdelmalek Lamkoref;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;3937671;BL0103;1;;3937671;;;Torenstraat;23;;D;2018-08-14;Olivier Collignon;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;2442774;BL0103;1;;2442774;7072283;Torenstraat 29-31;Torenstraat;29;;D;2018-06-01;Abdelmalek Lamkoref;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;3937675;BL0103;1;;3937675;;;Torenstraat;33;;D;2018-08-14;Geert Stockman;MDU;MDU;0;4;0;4;BUILDING template
HASSELT - FH01;3937673;BL0103;1;;3937673;;;Torenstraat;31;;D;2020-06-16 13:15:10;Jo De Clippel;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;708105;BL0103;1;;708105;;;Abelenstraat;33;;D;2018-04-19 14:20:37;Youssef Abdellaoui;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;707332;BL0103;1;;707332;;;Gaarveldstraat;60;;;2019-05-08;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415148;BL0103;1;;2415148;;;Gaarveldstraat;68;;;2019-05-08;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4896580;BL0103;1;;4896580;;;Gaarveldstraat;78;;C;2018-06-06;Abdelmalek Lamkoref;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;2415168;BL0103;1;;2415168;;;Gaarveldstraat;82;;C;2018-08-14;Geert Stockman;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;3992071;BL0103;1;;3992071;;;Gaarveldstraat;90;;;2019-05-08;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;708098;BL0103;1;;708098;;;Torenstraat;5;;D;2018-05-28;Abdelmalek Lamkoref;MDU;MDU;0;6;0;6;BUILDING template
HASSELT - FH01;2442743;BL0103;1;;2442743;;;Torenstraat;7;;D;2018-03-19 16:24:34;Kevin Dekens;MDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2442745;BL0103;1;;2442745;;;Torenstraat;9;;D;2018-03-19 16:30:07;Kevin Dekens;MDU;MDU;0;11;1;12;BUILDING template
HASSELT - FH01;2442748;BL0103;1;;2442748;;;Torenstraat;11;;D;2018-03-19 16:28:32;Kevin Dekens;MDU;MDU;0;8;1;9;BUILDING template
HASSELT - FH01;708096;BL0103;1;;708096;;;Torenstraat;13;;D;2018-03-19 16:26:03;Kevin Dekens;MDU;MDU;0;7;1;8;BUILDING template
HASSELT - FH01;2418689;BL0105;1;;2418689;;;Sint-Hubertusplein;5;;D;2018-08-28;Geert Stockman;MDU;MDU;0;0;0;0;BUILDING template
HASSELT - FH01;2415136;BL0106;1;;2415136;;;Gaarveldstraat;59;;;2019-05-08 13:16:30;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;1019984;BL0106;1;;1019984;;;Runkstersteenweg;152;;D;2018-08-26;Geert Stockman;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;4901472;BL0106;1;;4901472;;;Runkstersteenweg;166;;D;2019-05-08;Filip Van Geel;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;2415146;BL0106;1;;2415146;;;Gaarveldstraat;67;;;2019-05-08 13:00:19;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707133;BL0106;1;;707133;69 - 69B;;Gaarveldstraat;69;;;2019-05-08;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415163;BL0106;1;;2415163;;;Gaarveldstraat;77;;;2019-05-08 12:55:09;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415165;BL0106;1;;2415165;;;Gaarveldstraat;79;;D;2018-09-02;Geert Stockman;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;3937313;BL0106;1;;3937313;;;Gaarveldstraat;85;;D;2018-09-02;Geert Stockman;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;4901564;BL0106;1;;4901564;;;Gaarveldstraat;101;;;2019-05-08 12:50:12;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415190;BL0106;1;;2415190;;;Gaarveldstraat;105;;;2019-05-08 12:50:11;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;4179593;BL0106;1;;4179593;69 - 69B;;Gaarveldstraat;69;B;;2019-05-08 12:55:41;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415177;BL0106;1;;2415177;;;Gaarveldstraat;89;A;;2020-06-23;Jo De Clippel;SDU;MDU;0;1;0;1;BUILDING template
HASSELT - FH01;707125;BL0106;1;;707125;;;Pastoor Van Dijckstraat;3;;D;2018-08-19;Geert Stockman;MDU;MDU;0;6;0;6;BUILDING template
HASSELT - FH01;707124;BL0106;1;;707124;;;Pastoor Van Dijckstraat;5;;D;2018-08-19;Geert Stockman;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;707126;BL0106;1;;707126;;;Pastoor Van Dijckstraat;7;;D;2018-08-19;Geert Stockman;MDU;MDU;0;7;0;7;BUILDING template
HASSELT - FH01;707127;BL0106;1;;707127;;;Pastoor Van Dijckstraat;9;;D;2018-08-19;Geert Stockman;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;707130;BL0106;1;;707130;;;Pastoor Van Dijckstraat;11;;D;2018-08-19;Geert Stockman;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;707129;BL0106;1;;707129;;;Pastoor Van Dijckstraat;13;;D;2018-08-19;Geert Stockman;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;2437105;BL0106;1;;2437105;;;Runkstersteenweg;130;;;2019-05-08 14:23:41;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2437123;BL0106;1;;2437123;;;Runkstersteenweg;136;;D;2018-09-12;Geert Stockman;MDU;MDU;0;7;0;7;BUILDING template
HASSELT - FH01;2437127;BL0106;1;;2437127;;;Runkstersteenweg;138;;;2019-05-08;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2415124;BL0106;1;;2415124;;;Gaarveldstraat;47;;D;2018-09-03;Geert Stockman;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;707134;BL0106;1;;707134;;;Gaarveldstraat;49;;;2019-05-08 13:20:57;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707136;BL0107;1;;707136;;;Harmoniestraat;45;;D;2018-08-21;Geert Stockman;MDU;MDU;0;8;1;9;BUILDING template
HASSELT - FH01;707137;BL0107;1;;707137;;;Harmoniestraat;47;;D;2018-08-21;Geert Stockman;MDU;MDU;0;8;1;9;BUILDING template
HASSELT - FH01;707135;BL0107;1;;707135;;;Harmoniestraat;49;;D;2018-08-21;Geert Stockman;MDU;MDU;0;8;1;9;BUILDING template
HASSELT - FH01;2449535;BL0107;1;;2449535;;;Kanunnik Eybenstraat;3;;;2019-05-09 08:00:53;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707128;BL0107;1;;707128;;;Pastoor Van Dijckstraat;2;;D;2018-08-19;Geert Stockman;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;707131;BL0107;1;;707131;;;Pastoor Van Dijckstraat;4;;D;2018-08-19;Geert Stockman;MDU;MDU;0;7;0;7;BUILDING template
HASSELT - FH01;2437018;BL0107;1;;2437018;8420216;Runkstersteenweg 92-94;Runkstersteenweg;92;;D;2018-08-19;Geert Stockman;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;3937624;BL0107;1;;3937624;;;Runkstersteenweg;100;;D;2018-08-19;Geert Stockman;MDU;MDU;0;4;0;4;BUILDING template
HASSELT - FH01;3937625;BL0107;1;;3937625;;;Runkstersteenweg;102;;D;2018-08-19;Geert Stockman;MDU;MDU;0;4;0;4;BUILDING template
HASSELT - FH01;707045;BL0107;1;;707045;;;Runkstersteenweg;106;;D;2018-08-19;Geert Stockman;MDU;MDU;0;12;0;12;BUILDING template
HASSELT - FH01;2409780;BL0109;1;;2409780;;;Boomkensstraat;63;;D;2018-08-15;Olivier Collignon;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;5411994;BL0109;1;;5411994;;;Boomkensstraat;63;A;D;2018-05-22;Abdelmalek Lamkoref;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;707223;BL0109;1;;707223;;;Elzenstraat;9;;D;2018-06-06;Kevin Dekens;MDU;MDU;0;7;1;8;BUILDING template
HASSELT - FH01;707222;BL0109;1;;707222;;;Elzenstraat;11;;D;2018-06-07 15:50:24;Kevin Dekens;MDU;MDU;0;8;1;9;BUILDING template
HASSELT - FH01;707221;BL0109;1;;707221;;;Elzenstraat;13;;D;2018-05-23;Youssef Abdellaoui;MDU;MDU;0;11;1;12;BUILDING template
HASSELT - FH01;2415121;BL0109;1;;2415121;;;Gaarveldstraat;40;;D;2020-06-23 13:25:09;Jo De Clippel;MDU;MDU;0;6;0;6;BUILDING template
HASSELT - FH01;707220;BL0109;1;;707220;;;Elzenstraat;15;;D;2018-05-22;Kevin Dekens;MDU;MDU;0;8;1;9;BUILDING template
HASSELT - FH01;707342;BL0109;1;;707342;;;Elzenstraat;17;;D;2018-08-18;Geert Stockman;MDU;MDU;0;7;0;7;BUILDING template
HASSELT - FH01;707341;BL0109;1;;707341;;;Elzenstraat;19;;D;2018-08-18;Geert Stockman;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;5422648;BL0109;1;;5422648;;;Elzenstraat;1;A;D;2018-09-07;Geert Stockman;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;707219;BL0109;1;;707219;;;Elzenstraat;21;;D;2018-08-18;Geert Stockman;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;2415119;BL0109;1;;2415119;;;Gaarveldstraat;38;;D;2018-09-03;Geert Stockman;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;3937668;BL0109;1;;3937668;;;Torenstraat;2;;D;2018-05-25;Youssef Abdellaoui;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;707338;BL0109;1;;707338;;;Torenstraat;4;;D;2018-06-14;Abdelmalek Lamkoref;MDU;MDU;0;3;1;4;BUILDING template
HASSELT - FH01;2409736;BL0110;1;;2409736;;;Boomkensstraat;4;;;2019-05-09 10:10:19;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;707387;BL0111;1;;707387;;;Harmoniestraat;2;;D;2018-08-28;Geert Stockman;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;3937349;BL0111;1;;3937349;;;Harmoniestraat;28;;D;2018-08-21;Geert Stockman;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;5437959;BL0111;1;;5437959;;;Harmoniestraat;2;B;D;2018-08-28;Geert Stockman;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;3937728;BL0111;1;;3937728;;;Woutersstraat;12;;D;2018-08-26;Geert Stockman;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;4903391;BL0111;1;;4903391;;;Woutersstraat;16;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2448166;BL0111;1;;2448166;;;Woutersstraat;18;;D;2018-08-26;Geert Stockman;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;707227;BL0111;1;;707227;;;Woutersstraat;2;A;D;2018-11-05;Geert Stockman;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;1319532;BL0111;1;;1319532;;;Gaarveldstraat;3;;;2019-05-08;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;1291577;BL0112;1;;1291577;;;Harmoniestraat;23;;D;2018-08-26;Geert Stockman;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;2416845;BL0112;1;;2416845;;;Harmoniestraat;25;;D;2018-08-21;Geert Stockman;MDU;MDU;0;8;0;8;BUILDING template
HASSELT - FH01;707374;BL0112;1;;707374;;;Kanunnik Eybenstraat;2;;D;2018-03-21 14:40:02;Kevin Dekens;MDU;MDU;0;6;0;6;BUILDING template
HASSELT - FH01;707375;BL0112;1;;707375;;;Kanunnik Eybenstraat;4;;D;2018-03-21 14:41:02;Kevin Dekens;MDU;MDU;0;6;0;6;BUILDING template
HASSELT - FH01;707376;BL0112;1;;707376;;;Kanunnik Eybenstraat;6;;F;2019-08-30;Kurt Holsteyns;MDU;MDU;0;6;0;6;BUILDING template
HASSELT - FH01;2436861;BL0112;1;;2436861;;;Runkstersteenweg;32;;;2019-05-08 14:06:28;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2436895;BL0112;1;;2436895;;;Runkstersteenweg;48;;D;2019-05-08;Filip Van Geel;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;2436928;BL0112;1;;2436928;;;Runkstersteenweg;66;;;2019-05-08;Filip Van Geel;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2436964;BL0112;1;;2436964;;;Runkstersteenweg;76;;D;2018-03-19 13:39:38;Kevin Dekens;MDU;MDU;0;6;0;6;BUILDING template
HASSELT - FH01;2448181;BL0112;1;;2448181;;;Woutersstraat;32;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3937729;BL0112;1;;3937729;;;Woutersstraat;48;;D;2018-08-26;Geert Stockman;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;2448178;BL0113;1;;2448178;;;Woutersstraat;31;;;2019-05-09 10:58:42;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;6065608;BL0113;1;;6065608;;;Woutersstraat;35;;D;2018-09-16;Geert Stockman;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;2436849;BL0113;1;;2436849;;;Runkstersteenweg;16;;D;2018-08-19;Geert Stockman;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;3937219;BL0114;1;;3937219;;;Bampslaan;33;;D;2018-05-03 14:26:02;Kevin Dekens;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;2411081;BL0114;1;;2411081;;;Brendelstraat;4;;D;2018-10-05;Olivier Collignon;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;653667;BL0114;1;;653667;;;Koningin Astridlaan;10;;C;2019-09-02;Kurt Holsteyns;MDU;SDU;0;33;0;33;BUILDING template
HASSELT - FH01;2408240;BL0114;1;;2408240;;;Koningin Astridlaan;26;;D;2018-09-24;Geert Stockman;MDU;MDU;0;4;0;4;BUILDING template
HASSELT - FH01;2408243;BL0114;1;;2408243;;;Koningin Astridlaan;28;;D;2018-09-16;Geert Stockman;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;2408529;BL0115;1;;2408529;;;Bampslaan;43;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2408534;BL0115;1;;2408534;;;Bampslaan;51;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;653426;BL0115;1;;653426;;;Bampslaan;53;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2428436;BL0115;1;;2428436;;;Frans Massystraat;2;;D;2019-12-02;Jo De Clippel;MDU;MDU;0;14;1;15;BUILDING template
HASSELT - FH01;2428481;BL0115;1;;2428481;;;Frans Massystraat;20;;D;2018-10-01;Geert Stockman;MDU;MDU;0;4;0;4;BUILDING template
HASSELT - FH01;2408252;BL0115;1;;2408252;7072278;;Koningin Astridlaan;40;;D;2018-09-24;Geert Stockman;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;2440386;BL0115;1;;2440386;;;Stationsplein;5;;D;2019-05-09;Dieu Jocelin;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;3937553;BL0117;1;;3937553;;;Melkvoetstraat;32;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;654109;BL0117;1;;654109;;;Melkvoetstraat;56;;D;2018-09-01;Geert Stockman;MDU;MDU;0;4;0;4;BUILDING template
HASSELT - FH01;4847313;BL0117;1;;4847313;;;Melkvoetstraat;62;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;1145389;BL0117;1;;1145389;;;Koningin Astridlaan;37;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2408251;BL0117;1;;2408251;;;Koningin Astridlaan;39;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2408260;BL0117;1;;2408260;;;Koningin Astridlaan;49;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2408278;BL0117;1;;2408278;;;Koningin Astridlaan;71;;D;2018-07-30 10:39:49;;MDU;MDU;0;4;0;4;BUILDING template
HASSELT - FH01;6162633;BL0117;1;;6162633;;;Melkvoetstraat;2;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;2428978;BL0117;1;;2428978;;;Melkvoetstraat;16;;D;2018-05-14 12:01:03;Youssef Abdellaoui;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;2449639;BL0118;1;;2449639;;;Burgemeester Bollenstraat;64;;D;2018-05-08 13:37:08;Youssef Abdellaoui;MDU;MDU;0;7;0;7;BUILDING template
HASSELT - FH01;2449641;BL0118;1;;2449641;;;Burgemeester Bollenstraat;66;;D;2018-05-14 16:35:18;Kevin Dekens;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;2449643;BL0118;1;;2449643;;;Burgemeester Bollenstraat;68;;D;2018-05-15;Abdelmalek Lamkoref;MDU;MDU;0;1;0;1;BUILDING template
HASSELT - FH01;2449645;BL0118;1;;2449645;;;Burgemeester Bollenstraat;70;;D;2018-05-09 11:15:36;Kevin Dekens;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;2408245;BL0118;1;;2408245;;;Koningin Astridlaan;29;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;3937542;BL0118;1;;3937542;;;Manteliusstraat;8;;D;2018-05-16 12:15:03;Youssef Abdellaoui;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;2427811;BL0118;1;;2427811;;;Manteliusstraat;10;;D;2018-05-16 12:30:39;Youssef Abdellaoui;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;2427884;BL0118;1;;2427884;;;Manteliusstraat;28;;D;2018-09-01;Geert Stockman;MDU;MDU;0;3;0;3;BUILDING template
HASSELT - FH01;2427923;BL0118;1;;2427923;;;Manteliusstraat;38;;D;2018-09-01;Geert Stockman;MDU;MDU;0;2;0;2;BUILDING template
HASSELT - FH01;4065338;BL0119;1;;4065338;;;Koningin Astridlaan;5;;D;2019-09-02;Kurt Holsteyns;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;1145393;BL0119;1;;1145393;;;Koningin Astridlaan;7;;D;2018-09-16;Geert Stockman;MDU;MDU;0;5;0;5;BUILDING template
HASSELT - FH01;1145404;BL0119;1;;1145404;;;Thonissenlaan;2;;;2019-05-09;Dieu Jocelin;SDU;SDU;0;1;0;1;BUILDING template
HASSELT - FH01;1145405;BL0119;1;;1145405;;;Thonissenlaan;4;;D;2020-06-16;Jo De Clippel;MDU;MDU;0;2;0;2;BUILDING template
