Projectnummer;Opdrachtnummer;LAM MK;BG Id;BG Name;Straat;Huisnummer;Huisnummer Toevoeging;BG Version;Opdrachttemplate
SINT-NIKLAAS - FH02;3948541;3948541;;;Ankerstraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;3518590;3518590;;;Sint-Vincentiusstraat;29;;;BUILDING template
SINT-NIKLAAS - FH02;91086;91086;;;August Nobelsstraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;3485232;3485232;;;Azalealaan;17;;;BUILDING template
SINT-NIKLAAS - FH02;4448300;4448300;;;Truweelstraat;72;;;BUILDING template
SINT-NIKLAAS - FH02;4448949;4448949;;;Mercatorstraat;107;;;BUILDING template
SINT-NIKLAAS - FH02;3484802;3484802;;;Ankerstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;4151248;4151248;;;Sint-Vincentiusstraat;31;;;BUILDING template
SINT-NIKLAAS - FH02;3508968;3508968;;;August Nobelsstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;3485235;3485235;;;Azalealaan;19;;;BUILDING template
SINT-NIKLAAS - FH02;4015932;4015932;;;Mercatorstraat;109;;;BUILDING template
SINT-NIKLAAS - FH02;3518109;3518109;11489718;Vermorgenstraat 78-80;Vermorgenstraat;78;;20200107085434;BUILDING template
SINT-NIKLAAS - FH02;75459;75459;;;Sint-Vincentiusstraat;33;;;BUILDING template
SINT-NIKLAAS - FH02;3508973;3508973;;;August Nobelsstraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;3485237;3485237;;;Azalealaan;21;;;BUILDING template
SINT-NIKLAAS - FH02;3516699;3516699;;;Truweelstraat;60;B;;BUILDING template
SINT-NIKLAAS - FH02;3504439;3504439;;;Mercatorstraat;111;;;BUILDING template
SINT-NIKLAAS - FH02;3518110;3518110;11489718;Vermorgenstraat 78-80;Vermorgenstraat;80;;20200107085434;BUILDING template
SINT-NIKLAAS - FH02;5479783;5479783;;;Sint-Vincentiusstraat;7;A;;BUILDING template
SINT-NIKLAAS - FH02;3508984;3508984;;;August Nobelsstraat;21;;;BUILDING template
SINT-NIKLAAS - FH02;4127783;4127783;;;Azalealaan;23;;;BUILDING template
SINT-NIKLAAS - FH02;61713;61713;;;Vermorgenstraat;43;;;BUILDING template
SINT-NIKLAAS - FH02;4448953;4448953;;;Mercatorstraat;113;;;BUILDING template
SINT-NIKLAAS - FH02;1508777;1508777;;;Ankerstraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;5467975;5467975;;;Sint-Vincentiusstraat;7;B;;BUILDING template
SINT-NIKLAAS - FH02;3508987;3508987;;;August Nobelsstraat;23;;;BUILDING template
SINT-NIKLAAS - FH02;3485239;3485239;;;Azalealaan;25;;;BUILDING template
SINT-NIKLAAS - FH02;4448705;4448705;;;Vermorgenstraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;3504445;3504445;;;Mercatorstraat;115;;;BUILDING template
SINT-NIKLAAS - FH02;3484807;3484807;;;Ankerstraat;27;;;BUILDING template
SINT-NIKLAAS - FH02;4274491;4274491;;;Sint-Vincentiusstraat;13;A;;BUILDING template
SINT-NIKLAAS - FH02;3508993;3508993;;;August Nobelsstraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;60747;60747;;;Azalealaan;27;;;BUILDING template
SINT-NIKLAAS - FH02;61712;61712;;;Vermorgenstraat;49;;;BUILDING template
SINT-NIKLAAS - FH02;4448956;4448956;;;Mercatorstraat;117;;;BUILDING template
SINT-NIKLAAS - FH02;3484808;3484808;;;Ankerstraat;29;;;BUILDING template
SINT-NIKLAAS - FH02;4275265;4275265;;;Sint-Vincentiusstraat;13;B;;BUILDING template
SINT-NIKLAAS - FH02;4173650;4173650;;;August Nobelsstraat;27;;;BUILDING template
SINT-NIKLAAS - FH02;60748;60748;;;Azalealaan;29;;;BUILDING template
SINT-NIKLAAS - FH02;61711;61711;;;Vermorgenstraat;51;;;BUILDING template
SINT-NIKLAAS - FH02;4216890;4216890;;;Mercatorstraat;119;;;BUILDING template
SINT-NIKLAAS - FH02;4444907;4444907;;;Ankerstraat;31;;;BUILDING template
SINT-NIKLAAS - FH02;75541;75541;;;Veldstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;3508999;3508999;;;August Nobelsstraat;29;;;BUILDING template
SINT-NIKLAAS - FH02;60744;60744;;;Brugsken;2;;;BUILDING template
SINT-NIKLAAS - FH02;3518086;3518086;;;Vermorgenstraat;53;;;BUILDING template
SINT-NIKLAAS - FH02;3504453;3504453;;;Mercatorstraat;121;;;BUILDING template
SINT-NIKLAAS - FH02;4444909;4444909;;;Ankerstraat;33;;;BUILDING template
SINT-NIKLAAS - FH02;3517615;3517615;;;Veldstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;91087;91087;;;August Nobelsstraat;31;;;BUILDING template
SINT-NIKLAAS - FH02;3948579;3948579;;;Brugsken;4;;;BUILDING template
SINT-NIKLAAS - FH02;4448723;4448723;;;Vermorgenstraat;55;;;BUILDING template
SINT-NIKLAAS - FH02;3504456;3504456;;;Mercatorstraat;123;;;BUILDING template
SINT-NIKLAAS - FH02;1372300;1372300;;;Ankerstraat;35;;;BUILDING template
SINT-NIKLAAS - FH02;3948829;3948829;;;Veldstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;91088;91088;;;August Nobelsstraat;33;;;BUILDING template
SINT-NIKLAAS - FH02;3486960;3486960;;;Brugsken;6;;;BUILDING template
SINT-NIKLAAS - FH02;3518091;3518091;;;Vermorgenstraat;57;;;BUILDING template
SINT-NIKLAAS - FH02;3504458;3504458;;;Mercatorstraat;125;;;BUILDING template
SINT-NIKLAAS - FH02;3484814;3484814;;;Ankerstraat;37;;;BUILDING template
SINT-NIKLAAS - FH02;3517618;3517618;;;Veldstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;3509010;3509010;;;August Nobelsstraat;35;;;BUILDING template
SINT-NIKLAAS - FH02;3486962;3486962;;;Brugsken;8;;;BUILDING template
SINT-NIKLAAS - FH02;4448725;4448725;;;Vermorgenstraat;59;;;BUILDING template
SINT-NIKLAAS - FH02;3504463;3504463;;;Mercatorstraat;127;;;BUILDING template
SINT-NIKLAAS - FH02;3484819;3484819;;;Ankerstraat;41;;;BUILDING template
SINT-NIKLAAS - FH02;3517622;3517622;;;Veldstraat;9;;;BUILDING template
SINT-NIKLAAS - FH02;3509012;3509012;;;August Nobelsstraat;37;;;BUILDING template
SINT-NIKLAAS - FH02;4157611;4157611;11489693;Zwijgershoek 13-15;Zwijgershoek;13;;20200108095937;BUILDING template
SINT-NIKLAAS - FH02;4009597;4009597;;;Vermorgenstraat;61;;;BUILDING template
SINT-NIKLAAS - FH02;3504464;3504464;;;Mercatorstraat;129;;;BUILDING template
SINT-NIKLAAS - FH02;3484821;3484821;;;Ankerstraat;43;;;BUILDING template
SINT-NIKLAAS - FH02;3948830;3948830;;;Veldstraat;11;;;BUILDING template
SINT-NIKLAAS - FH02;3509013;3509013;;;August Nobelsstraat;39;;;BUILDING template
SINT-NIKLAAS - FH02;4032571;4032571;11489693;Zwijgershoek 13-15;Zwijgershoek;15;;20200108095937;BUILDING template
SINT-NIKLAAS - FH02;3948842;3948842;;;Vermorgenstraat;63;;;BUILDING template
SINT-NIKLAAS - FH02;4448961;4448961;;;Mercatorstraat;131;;;BUILDING template
SINT-NIKLAAS - FH02;68417;68417;;;Ankerstraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;3517627;3517627;;;Veldstraat;13;;;BUILDING template
SINT-NIKLAAS - FH02;4468852;4468852;;;August Nobelsstraat;41;;;BUILDING template
SINT-NIKLAAS - FH02;4466371;4466371;;;Brugsken;14;;;BUILDING template
SINT-NIKLAAS - FH02;61710;61710;;;Vermorgenstraat;65;;;BUILDING template
SINT-NIKLAAS - FH02;3504468;3504468;;;Mercatorstraat;133;;;BUILDING template
SINT-NIKLAAS - FH02;68416;68416;;;Ankerstraat;47;;;BUILDING template
SINT-NIKLAAS - FH02;3517631;3517631;;;Veldstraat;15;;;BUILDING template
SINT-NIKLAAS - FH02;3509014;3509014;;;August Nobelsstraat;43;;;BUILDING template
SINT-NIKLAAS - FH02;3486967;3486967;;;Brugsken;16;;;BUILDING template
SINT-NIKLAAS - FH02;5422266;5422266;;;Vermorgenstraat;47;A;;BUILDING template
SINT-NIKLAAS - FH02;3504471;3504471;;;Mercatorstraat;135;;;BUILDING template
SINT-NIKLAAS - FH02;75545;75545;;;Veldstraat;17;;;BUILDING template
SINT-NIKLAAS - FH02;3509018;3509018;;;August Nobelsstraat;45;;;BUILDING template
SINT-NIKLAAS - FH02;3486969;3486969;;;Brugsken;18;;;BUILDING template
SINT-NIKLAAS - FH02;3518077;3518077;;;Vermorgenstraat;47;B;;BUILDING template
SINT-NIKLAAS - FH02;3504476;3504476;;;Mercatorstraat;137;;;BUILDING template
SINT-NIKLAAS - FH02;3484825;3484825;;;Ankerstraat;51;;;BUILDING template
SINT-NIKLAAS - FH02;75543;75543;;;Veldstraat;19;;;BUILDING template
SINT-NIKLAAS - FH02;91085;91085;;;August Nobelsstraat;47;;;BUILDING template
SINT-NIKLAAS - FH02;4178967;4178967;;;Brugsken;20;;;BUILDING template
SINT-NIKLAAS - FH02;56089;56089;;;Mercatorstraat;1;;;BUILDING template
SINT-NIKLAAS - FH02;4448965;4448965;;;Mercatorstraat;139;;;BUILDING template
SINT-NIKLAAS - FH02;3484827;3484827;;;Ankerstraat;53;;;BUILDING template
SINT-NIKLAAS - FH02;3517636;3517636;;;Veldstraat;21;;;BUILDING template
SINT-NIKLAAS - FH02;3500256;3500256;;;Knaptandstraat;18;;;BUILDING template
SINT-NIKLAAS - FH02;4466379;4466379;;;Brugsken;22;;;BUILDING template
SINT-NIKLAAS - FH02;4449122;4449122;;;Mercatorstraat;3;;;BUILDING template
SINT-NIKLAAS - FH02;3504482;3504482;;;Mercatorstraat;141;;;BUILDING template
SINT-NIKLAAS - FH02;6528337;6528337;;Zwijgershoek 25-25B;Zwijgershoek;25;B;;BUILDING template
SINT-NIKLAAS - FH02;4046985;4046985;;;Veldstraat;23;;;BUILDING template
SINT-NIKLAAS - FH02;3500258;3500258;;;Knaptandstraat;20;;;BUILDING template
SINT-NIKLAAS - FH02;3486970;3486970;;;Brugsken;24;;;BUILDING template
SINT-NIKLAAS - FH02;1465072;1465072;;;Mercatorstraat;5;;;BUILDING template
SINT-NIKLAAS - FH02;3504484;3504484;;;Mercatorstraat;143;;;BUILDING template
SINT-NIKLAAS - FH02;3484834;3484834;;;Ankerstraat;59;;;BUILDING template
SINT-NIKLAAS - FH02;3517640;3517640;;;Veldstraat;25;;;BUILDING template
SINT-NIKLAAS - FH02;4468650;4468650;;;Knaptandstraat;22;;;BUILDING template
SINT-NIKLAAS - FH02;4466385;4466385;;;Brugsken;26;;;BUILDING template
SINT-NIKLAAS - FH02;3925975;3925975;;;Mercatorstraat;7;;;BUILDING template
SINT-NIKLAAS - FH02;3504485;3504485;;;Mercatorstraat;145;;;BUILDING template
SINT-NIKLAAS - FH02;68431;68431;;;Ankerstraat;61;;;BUILDING template
SINT-NIKLAAS - FH02;3517644;3517644;;;Veldstraat;27;;;BUILDING template
SINT-NIKLAAS - FH02;3500263;3500263;;;Knaptandstraat;24;;;BUILDING template
SINT-NIKLAAS - FH02;68403;68403;;Zwijgershoek 25-25B;Zwijgershoek;25;;;BUILDING template
