adres_full;SU;BU;LU;File_SSV_Action;File_SSV_Status;File_SSV_Error;Area_Type;Area_FID;Area_Version;Area_Name;Zoning_FID;Zoning_Version;Zoning_Name;Zoning_Id;Zoning_Tech;BG_Id;BG_Version;BG_Name;BG_SSV_Action;BG_SSV_Status;BG_SSV_Error;BG_Building_SSV_Action;BG_Building_SSV_Status;BG_Building_SSV_Error;Building_FID;Building_Version;LAM_MK;LAM_City_Code;LAM_Street_Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall_Mount;SS_Reason;Number_Floors;Height_Cable;Orig_VC_Type;New_VC_Type;VC_Method;Intro_Tube;Prov_Status;Prov_Reason;Prov_Planned;Prov_Mod_By;Prov_Mod_Date;Comments;SSV_Flag;SSV_Action;SSV_Status;SSV_Error;SSV_Date;Seq;LU_Key;LAM_SK;Nature;Nr_TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD_Details;CAD_Type;CAD_Type_Descr;CAD_SubType;Prov_Status_LU;Prov_Reason_LU;Prov_Planned_LU;Prov_Mod_By_LU;Prov_Mod_Date_LU;Comments_LU;SSV_Flag_LU;SSV_Action_LU;SSV_Status_LU;SSV_Error_LU;SSV_Date_LU;planrrr_bid;planrrr_uid;BT;GUESSED_UNITS_FLOOR;Seq_test;maxSeq;newSeq;LAM Nature index;Unit Counter_x;GUESSED_FLOOR;GUESSED_FLOOR_TRUNC;SS_Fiberhood;LAMKEY;NATURE;PBOX;BLOCK;FLOOR;APP;Unit Counter_y;MERGED_PBOX;MERGED_APP;;MERGED_FLOOR
Pannenstraat 87;0;0;7;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976366;'20191129173735;3939633;'33860000;'23862;Pannenstraat;'87;';8301;Knokke-Heist;;'71585,14;'225952,022;;Y;NA;4;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';5;8358524;;LU;1;;;;;;Y;#A2/87.2.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3939633;8358524;MDU;1.75;5;8;5;3939633-LU4;4.0;1.7142857142857142;1;W03-C-Knokke-Heist-FH11;3939633;LU;21;;2;;4.0;21;201;;2
Pannenstraat 87;0;0;7;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976366;'20191129173735;3939633;'33860000;'23862;Pannenstraat;'87;';8301;Knokke-Heist;;'71585,14;'225952,022;;Y;NA;4;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';6;8362878;;LU;1;;;;;;Y;#A.GV/87.0.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3939633;8362878;MDU;1.75;6;8;6;3939633-LU5;5.0;2.2857142857142856;2;W03-C-Knokke-Heist-FH11;3939633;LU;22;;2;;5.0;22;202;;2
Pannenstraat 87;0;0;7;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976366;'20191129173735;3939633;'33860000;'23862;Pannenstraat;'87;';8301;Knokke-Heist;;'71585,14;'225952,022;;Y;NA;4;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';7;8362879;;LU;1;;;;;;Y;#A3.4/87.3.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3939633;8362879;MDU;1.75;7;8;7;3939633-LU6;6.0;2.8571428571428568;2;W03-C-Knokke-Heist-FH11;3939633;LU;31;;3;;6.0;31;301;;3
Pannenstraat 87;0;0;7;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976366;'20191129173735;3939633;'33860000;'23862;Pannenstraat;'87;';8301;Knokke-Heist;;'71585,14;'225952,022;;Y;NA;4;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';8;10553676;;LU;1;;;;;;Y;#A2/87.22/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3939633;10553676;MDU;1.75;8;8;8;3939633-LU7;7.0;3.428571428571429;3;W03-C-Knokke-Heist-FH11;3939633;LU;32;;3;;7.0;32;302;;3
Stationsplein 10;0;0;4;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976367;'20191129173736;3939654;'33860000;'29373;Stationsplein;'10;';8301;Knokke-Heist;;'71260,773;'225594,244;;Y;NA;4;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;8339254;;LU;1;;;;;;Y;#A2/21/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3939654;8339254;MDU;1.0;1;4;1;3939654-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;3939654;LU;1;;0;;1.0;1;1;;0
Stationsplein 10;0;0;4;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976367;'20191129173736;3939654;'33860000;'29373;Stationsplein;'10;';8301;Knokke-Heist;;'71260,773;'225594,244;;Y;NA;4;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;8347876;;LU;1;;;;;;Y;#AGV/01/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3939654;8347876;MDU;1.0;2;4;2;3939654-LU2;2.0;1.0;1;W03-C-Knokke-Heist-FH11;3939654;LU;101;;1;;2.0;101;101;;1
Stationsplein 10;0;0;4;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976367;'20191129173736;3939654;'33860000;'29373;Stationsplein;'10;';8301;Knokke-Heist;;'71260,773;'225594,244;;Y;NA;4;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;8352104;;LU;1;;;;;;Y;#A3/31/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3939654;8352104;MDU;1.0;3;4;3;3939654-LU3;3.0;2.0;2;W03-C-Knokke-Heist-FH11;3939654;LU;201;;2;;3.0;201;201;;2
Stationsplein 10;0;0;4;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976367;'20191129173736;3939654;'33860000;'29373;Stationsplein;'10;';8301;Knokke-Heist;;'71260,773;'225594,244;;Y;NA;4;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;8357028;;LU;1;;;;;;Y;#A1/11/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3939654;8357028;MDU;1.0;4;4;4;3939654-LU4;4.0;3.0;3;W03-C-Knokke-Heist-FH11;3939654;LU;301;;3;;4.0;301;301;;3
Vlamingstraat 27;0;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976368;'20191129173736;3939663;'33860000;'32724;Vlamingstraat;'27;';8301;Knokke-Heist;;'71169,562;'226156,144;;Y;NA;5;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;8355414;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;N;KEEP;;;';3939663;8355414;MDU;1.2;1;6;1;3939663-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;3939663;LU;1;;0;;1.0;1;1;;0
Vlamingstraat 27;0;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976368;'20191129173736;3939663;'33860000;'32724;Vlamingstraat;'27;';8301;Knokke-Heist;;'71169,562;'226156,144;;Y;NA;5;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';2;8355415;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;N;KEEP;;;';3939663;8355415;MDU;1.2;2;6;2;3939663-LU2;2.0;0.8333333333333334;0;W03-C-Knokke-Heist-FH11;3939663;LU;2;;0;;2.0;2;2;;0
Vlamingstraat 27;0;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976368;'20191129173736;3939663;'33860000;'32724;Vlamingstraat;'27;';8301;Knokke-Heist;;'71169,562;'226156,144;;Y;NA;5;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';3;8355416;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;N;KEEP;;;';3939663;8355416;MDU;1.2;3;6;3;3939663-LU3;3.0;1.6666666666666665;1;W03-C-Knokke-Heist-FH11;3939663;LU;101;;1;;3.0;101;101;;1
Vlamingstraat 27;0;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976368;'20191129173736;3939663;'33860000;'32724;Vlamingstraat;'27;';8301;Knokke-Heist;;'71169,562;'226156,144;;Y;NA;5;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';4;8355417;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;N;KEEP;;;';3939663;8355417;MDU;1.2;4;6;4;3939663-LU4;4.0;2.5;2;W03-C-Knokke-Heist-FH11;3939663;LU;201;;2;;4.0;201;201;;2
Vlamingstraat 27;0;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976368;'20191129173736;3939663;'33860000;'32724;Vlamingstraat;'27;';8301;Knokke-Heist;;'71169,562;'226156,144;;Y;NA;5;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';5;8355418;;LU;1;;;;;;Y;;APTBLD;APPARTEMENTSGEBOUW - IMMEUBLE A APPARTEMENTS;;;;;;;;N;KEEP;;;';3939663;8355418;MDU;1.2;5;6;5;3939663-LU5;5.0;3.3333333333333335;3;W03-C-Knokke-Heist-FH11;3939663;LU;301;;3;;5.0;301;301;;3
Vlamingstraat 27;0;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976368;'20191129173736;3939663;'33860000;'32724;Vlamingstraat;'27;';8301;Knokke-Heist;;'71169,562;'226156,144;;Y;NA;5;3;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';6;11222432;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';3939663;11222432;MDU;1.2;6;6;6;3939663-LU6;6.0;4.166666666666667;4;W03-C-Knokke-Heist-FH11;3939663;LU;401;;4;;6.0;401;401;;4
Vlamingstraat 37;0;0;5;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;21256446;'20191129173829;3939664;'33860000;'32724;Vlamingstraat;'37;';8301;Knokke-Heist;;'71149,142;'226164,194;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;11198917;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';3939664;11198917;MDU;1.6666666666666667;1;5;1;3939664-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;3939664;LU;1;;0;;1.0;1;1;;0
Vlamingstraat 37;0;0;5;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;21256446;'20191129173829;3939664;'33860000;'32724;Vlamingstraat;'37;';8301;Knokke-Heist;;'71149,142;'226164,194;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11198918;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';3939664;11198918;MDU;1.6666666666666667;2;5;2;3939664-LU2;2.0;0.6;0;W03-C-Knokke-Heist-FH11;3939664;LU;11;;1;;2.0;11;101;;1
Vlamingstraat 37;0;0;5;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;21256446;'20191129173829;3939664;'33860000;'32724;Vlamingstraat;'37;';8301;Knokke-Heist;;'71149,142;'226164,194;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;11198919;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';3939664;11198919;MDU;1.6666666666666667;3;5;3;3939664-LU3;3.0;1.1999999999999997;1;W03-C-Knokke-Heist-FH11;3939664;LU;12;;1;;3.0;12;102;;1
Vlamingstraat 37;0;0;5;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;21256446;'20191129173829;3939664;'33860000;'32724;Vlamingstraat;'37;';8301;Knokke-Heist;;'71149,142;'226164,194;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;11198920;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';3939664;11198920;MDU;1.6666666666666667;4;5;4;3939664-LU4;4.0;1.7999999999999998;1;W03-C-Knokke-Heist-FH11;3939664;LU;21;;2;;4.0;21;201;;2
Vlamingstraat 37;0;0;5;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;21256446;'20191129173829;3939664;'33860000;'32724;Vlamingstraat;'37;';8301;Knokke-Heist;;'71149,142;'226164,194;;Y;NA;3;3;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';5;11198921;;LU;1;;;;;;;;;;;;;;;;;N;KEEP;;;';3939664;11198921;MDU;1.6666666666666667;5;5;5;3939664-LU5;5.0;2.4;2;W03-C-Knokke-Heist-FH11;3939664;LU;22;;2;;5.0;22;202;;2
Kerkstraat 4;1;0;8;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Kerkstraat 2-4_Kursaalstraat 36;NEW;;;NEW;;;20976369;'20191129173736;3956091;'33860000;'15402;Kerkstraat;'4;';8301;Knokke-Heist;;'71284,964;'226094,088;;Y;NA;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';1;10557433;;LU;1;;;;;;Y;#A1.BL.A/11/K18-FH8;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3956091;10557433;MDU;1.6;1;8;1;3956091-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;3956091;LU;11;;1;;1.0;11;101;;1
Kerkstraat 4;1;0;8;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Kerkstraat 2-4_Kursaalstraat 36;NEW;;;NEW;;;20976369;'20191129173736;3956091;'33860000;'15402;Kerkstraat;'4;';8301;Knokke-Heist;;'71284,964;'226094,088;;Y;NA;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';2;10557434;;LU;1;;;;;;Y;#A1.BL.A/12/K15/FH6;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3956091;10557434;MDU;1.6;2;8;2;3956091-LU2;2.0;0.625;0;W03-C-Knokke-Heist-FH11;3956091;LU;12;;1;;2.0;12;102;;1
Kerkstraat 4;1;0;8;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Kerkstraat 2-4_Kursaalstraat 36;NEW;;;NEW;;;20976369;'20191129173736;3956091;'33860000;'15402;Kerkstraat;'4;';8301;Knokke-Heist;;'71284,964;'226094,088;;Y;NA;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';3;10557486;;LU;1;;;;;;Y;#A4.BL.A/42/K19-FH7;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3956091;10557486;MDU;1.6;3;8;3;3956091-LU3;3.0;1.25;1;W03-C-Knokke-Heist-FH11;3956091;LU;21;;2;;3.0;21;201;;2
Kerkstraat 4;1;0;8;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Kerkstraat 2-4_Kursaalstraat 36;NEW;;;NEW;;;20976369;'20191129173736;3956091;'33860000;'15402;Kerkstraat;'4;';8301;Knokke-Heist;;'71284,964;'226094,088;;Y;NA;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';4;10557563;;LU;1;;;;;;Y;#A2.BL.A/21/K16-FH26;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3956091;10557563;MDU;1.6;4;8;4;3956091-LU4;4.0;1.875;1;W03-C-Knokke-Heist-FH11;3956091;LU;22;;2;;4.0;22;202;;2
Kerkstraat 4;1;0;8;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Kerkstraat 2-4_Kursaalstraat 36;NEW;;;NEW;;;20976369;'20191129173736;3956091;'33860000;'15402;Kerkstraat;'4;';8301;Knokke-Heist;;'71284,964;'226094,088;;Y;NA;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';5;10557734;;LU;1;;;;;;Y;#A3.BL.A/31/K6-FH11.12;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3956091;10557734;MDU;1.6;5;8;5;3956091-LU5;5.0;2.5;2;W03-C-Knokke-Heist-FH11;3956091;LU;31;;3;;5.0;31;301;;3
Kerkstraat 4;1;0;8;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Kerkstraat 2-4_Kursaalstraat 36;NEW;;;NEW;;;20976369;'20191129173736;3956091;'33860000;'15402;Kerkstraat;'4;';8301;Knokke-Heist;;'71284,964;'226094,088;;Y;NA;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';6;10557735;;LU;1;;;;;;Y;#A3.BL.A/32/K1-FH21.22;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3956091;10557735;MDU;1.6;6;8;6;3956091-LU6;6.0;3.125;3;W03-C-Knokke-Heist-FH11;3956091;LU;32;;3;;6.0;32;302;;3
Kerkstraat 4;1;0;8;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Kerkstraat 2-4_Kursaalstraat 36;NEW;;;NEW;;;20976369;'20191129173736;3956091;'33860000;'15402;Kerkstraat;'4;';8301;Knokke-Heist;;'71284,964;'226094,088;;Y;NA;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';7;10557861;;LU;1;;;;;;Y;#A2.BL.A/22/K13/FH17/FH18;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3956091;10557861;MDU;1.6;7;8;7;3956091-LU7;7.0;3.75;3;W03-C-Knokke-Heist-FH11;3956091;LU;41;;4;;7.0;41;401;;4
Kerkstraat 4;1;0;8;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Kerkstraat 2-4_Kursaalstraat 36;NEW;;;NEW;;;20976369;'20191129173736;3956091;'33860000;'15402;Kerkstraat;'4;';8301;Knokke-Heist;;'71284,964;'226094,088;;Y;NA;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';8;10557871;;LU;1;;;;;;Y;#A4.5.BL.A/41/K14-FH23.24;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';3956091;10557871;MDU;1.6;8;8;8;3956091-LU8;8.0;4.375;4;W03-C-Knokke-Heist-FH11;3956091;LU;42;;4;;8.0;42;402;;4
Kerkstraat 4;1;0;8;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';'Kerkstraat 2-4_Kursaalstraat 36;NEW;;;NEW;;;20976369;'20191129173736;3956091;'33860000;'15402;Kerkstraat;'4;';8301;Knokke-Heist;;'71284,964;'226094,088;;Y;NA;5;3;Unknown;Unknown;X - Awaiting decision on B;None;;;;;;;Y;MODIFY;;;';;;;SU;1;;;;;;;;;;;;;;;;;N;NEW;;;';3956091;;MDU;1.6;0;8;9;3956091-SU1;8.0;4.375;4;W03-C-Knokke-Heist-FH11;3956091;SU;0;;0;;8.0;0;SU1;;0
Brouwersstraat 5;0;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976380;'20191202104922;4020395;'33860000;'4367;Brouwersstraat;'5;';8301;Knokke-Heist;;'71368,562;'226150,146;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;8337951;;LU;1;;;;;;Y;#A2/2.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';4020395;8337951;MDU;1.5;1;6;1;4020395-LU1;1.0;0.0;0;W03-C-Knokke-Heist-FH11;4020395;LU;1;;0;;1.0;1;1;;0
Brouwersstraat 5;0;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976380;'20191202104922;4020395;'33860000;'4367;Brouwersstraat;'5;';8301;Knokke-Heist;;'71368,562;'226150,146;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;8337952;;LU;1;;;;;;Y;#A2/2.2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';4020395;8337952;MDU;1.5;2;6;2;4020395-LU2;2.0;0.6666666666666666;0;W03-C-Knokke-Heist-FH11;4020395;LU;11;;1;;2.0;11;101;;1
Brouwersstraat 5;0;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976380;'20191202104922;4020395;'33860000;'4367;Brouwersstraat;'5;';8301;Knokke-Heist;;'71368,562;'226150,146;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;8337953;;LU;1;;;;;;Y;#A3/3.1/M;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';4020395;8337953;MDU;1.5;3;6;3;4020395-LU3;3.0;1.3333333333333335;1;W03-C-Knokke-Heist-FH11;4020395;LU;12;;1;;3.0;12;102;;1
Brouwersstraat 5;0;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976380;'20191202104922;4020395;'33860000;'4367;Brouwersstraat;'5;';8301;Knokke-Heist;;'71368,562;'226150,146;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;8346542;;LU;1;;;;;;Y;#A.GV/0.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';4020395;8346542;MDU;1.5;4;6;4;4020395-LU4;4.0;2.0;2;W03-C-Knokke-Heist-FH11;4020395;LU;21;;2;;4.0;21;201;;2
Brouwersstraat 5;0;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976380;'20191202104922;4020395;'33860000;'4367;Brouwersstraat;'5;';8301;Knokke-Heist;;'71368,562;'226150,146;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';5;8346543;;LU;1;;;;;;Y;#A1/1.2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;KEEP;;;';4020395;8346543;MDU;1.5;5;6;5;4020395-LU5;5.0;2.666666666666667;2;W03-C-Knokke-Heist-FH11;4020395;LU;22;;2;;5.0;22;202;;2
Brouwersstraat 5;0;0;6;;;;Zoning;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;8387197;'20191223093129;W03-C-Knokke-Heist-FH11;21143;FTTH-Cu;;';';;;;;;;20976380;'20191202104922;4020395;'33860000;'4367;Brouwersstraat;'5;';8301;Knokke-Heist;;'71368,562;'226150,146;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';6;11222443;;LU;1;;;;;;Y;;;;APPART;;;;;;;N;KEEP;;;';4020395;11222443;MDU;1.5;6;6;6;4020395-LU6;6.0;3.3333333333333335;3;W03-C-Knokke-Heist-FH11;4020395;LU;31;;3;;6.0;31;301;;3
